condition,primary_bottleneck,continuous_feature_recovery,effective_frame_count,encoder_ratio,error_oracle_cosine,no_history_feature_recovery,observation_mse,prediction_recovery,residual_sparsity_sample_count,restoration_amplitude,state_ratio,temporal_feature_gain,continuous_alpha,continuous_amplitude_ratio,continuous_direction_cosine,continuous_mse,no_history_alpha,no_history_amplitude_ratio,no_history_direction_cosine,no_history_mse,semantic_hidden_encoded_error_cosine,semantic_hidden_first_rms,semantic_hidden_growth_ratio,semantic_hidden_last_rms,semantic_state_projection_oracle_cosine,residual_top_10pct_energy_fraction,residual_top_20pct_energy_fraction,residual_top_50pct_energy_fraction,residual_top_5pct_energy_fraction,update_gain_mean,update_gain_std
Blur-Max,RESTORATION_HEAD,0.005338919991058844,710,0.17868483028683824,-0.15200803849655925,6.053730648869493e-05,0.00034960857420180807,-0.07145461439176404,71,0.014387140433896392,0.21284545444726655,0.0052783826845701435,0.002645962402752509,0.013054417849042725,0.20634147211856826,0.00034772115737006305,3.090768517459207e-05,0.0005871177190449493,0.05804475688213207,0.00034956499783758363,0.0006192082742517683,0.0013439042959362268,10.665280902282994,0.014333116821944714,-0.013820181469741264,0.6497060186426404,0.790071298538799,0.9539606898603304,0.515439554419316,0.42738968188494025,0.03522866296936089
Blur-Mid,RESTORATION_HEAD,0.0067931806630399105,710,0.17733763149565637,-0.1496114488425468,7.754060223086334e-05,0.0002576243466648282,-0.12732384094032367,71,0.017620512239055957,0.20905139274676382,0.006715640060809097,0.00340187099313816,0.015966413512447264,0.2130994470921201,0.0002558847220735887,3.955754098455254e-05,0.000672642898506909,0.06596358575313811,0.0002576135547584067,-0.0005313594894431217,0.0013090941356495023,11.701184691943546,0.015317952260375023,-0.018764066014399516,0.6569672050610394,0.7977049736909463,0.9572007941528106,0.5205194689858128,0.42782878565116667,0.03504505422963223
