model,corruption,drive,frame_offset,phase,phase_frame_index,raw_frame_index,frame_name,layer,representation_normalized_l2
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,51,disturbance,11,51,0000000051.png,3,0.8828716278076172
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,51,disturbance,11,51,0000000051.png,4,0.9440208673477173
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,51,disturbance,11,51,0000000051.png,5,1.1182019710540771
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,52,disturbance,12,52,0000000052.png,1,0.726003110408783
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,52,disturbance,12,52,0000000052.png,2,0.8865233063697815
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,52,disturbance,12,52,0000000052.png,3,0.8797715306282043
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,52,disturbance,12,52,0000000052.png,4,0.9377824068069458
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,52,disturbance,12,52,0000000052.png,5,1.122482419013977
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,53,disturbance,13,53,0000000053.png,1,0.7275296449661255
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,53,disturbance,13,53,0000000053.png,2,0.888511061668396
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,53,disturbance,13,53,0000000053.png,3,0.8834730386734009
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,53,disturbance,13,53,0000000053.png,4,0.9421340227127075
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,53,disturbance,13,53,0000000053.png,5,1.1858676671981812
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,54,disturbance,14,54,0000000054.png,1,0.7257949113845825
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,54,disturbance,14,54,0000000054.png,2,0.8892871141433716
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,54,disturbance,14,54,0000000054.png,3,0.8872716426849365
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,54,disturbance,14,54,0000000054.png,4,0.9426084160804749
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,54,disturbance,14,54,0000000054.png,5,1.1803770065307617
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,55,disturbance,15,55,0000000055.png,1,0.7230391502380371
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,55,disturbance,15,55,0000000055.png,2,0.8876785039901733
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,55,disturbance,15,55,0000000055.png,3,0.8841449022293091
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,55,disturbance,15,55,0000000055.png,4,0.9385249018669128
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,55,disturbance,15,55,0000000055.png,5,1.1230366230010986
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,56,disturbance,16,56,0000000056.png,1,0.7195881009101868
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,56,disturbance,16,56,0000000056.png,2,0.8857031464576721
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,56,disturbance,16,56,0000000056.png,3,0.8822211623191833
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,56,disturbance,16,56,0000000056.png,4,0.9336371421813965
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,56,disturbance,16,56,0000000056.png,5,1.1483298540115356
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,57,disturbance,17,57,0000000057.png,1,0.7177473306655884
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,57,disturbance,17,57,0000000057.png,2,0.8840688467025757
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,57,disturbance,17,57,0000000057.png,3,0.8779269456863403
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,57,disturbance,17,57,0000000057.png,4,0.9303914308547974
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,57,disturbance,17,57,0000000057.png,5,1.1239010095596313
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,58,disturbance,18,58,0000000058.png,1,0.7163934111595154
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,58,disturbance,18,58,0000000058.png,2,0.8815397620201111
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,58,disturbance,18,58,0000000058.png,3,0.8772381544113159
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,58,disturbance,18,58,0000000058.png,4,0.9279887676239014
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,58,disturbance,18,58,0000000058.png,5,1.1184775829315186
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,59,disturbance,19,59,0000000059.png,1,0.7179049849510193
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,59,disturbance,19,59,0000000059.png,2,0.8840148448944092
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,59,disturbance,19,59,0000000059.png,3,0.8797317743301392
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,59,disturbance,19,59,0000000059.png,4,0.9264586567878723
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,59,disturbance,19,59,0000000059.png,5,1.0839898586273193
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,60,disturbance,20,60,0000000060.png,1,0.7158192992210388
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,60,disturbance,20,60,0000000060.png,2,0.883253276348114
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,60,disturbance,20,60,0000000060.png,3,0.8798980712890625
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,60,disturbance,20,60,0000000060.png,4,0.923062801361084
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,60,disturbance,20,60,0000000060.png,5,1.0575107336044312
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,61,disturbance,21,61,0000000061.png,1,0.7198365330696106
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,61,disturbance,21,61,0000000061.png,2,0.8837994337081909
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,61,disturbance,21,61,0000000061.png,3,0.8786594271659851
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,61,disturbance,21,61,0000000061.png,4,0.919834554195404
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,61,disturbance,21,61,0000000061.png,5,1.0438573360443115
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,62,disturbance,22,62,0000000062.png,1,0.7225419878959656
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,62,disturbance,22,62,0000000062.png,2,0.8843149542808533
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,62,disturbance,22,62,0000000062.png,3,0.8789786100387573
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,62,disturbance,22,62,0000000062.png,4,0.9208894371986389
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,62,disturbance,22,62,0000000062.png,5,1.0346757173538208
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,63,disturbance,23,63,0000000063.png,1,0.7179509997367859
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,63,disturbance,23,63,0000000063.png,2,0.8833820223808289
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,63,disturbance,23,63,0000000063.png,3,0.8744471669197083
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,63,disturbance,23,63,0000000063.png,4,0.9126019477844238
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,63,disturbance,23,63,0000000063.png,5,1.0305869579315186
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,64,disturbance,24,64,0000000064.png,1,0.7148639559745789
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,64,disturbance,24,64,0000000064.png,2,0.8834069967269897
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,64,disturbance,24,64,0000000064.png,3,0.8763948678970337
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,64,disturbance,24,64,0000000064.png,4,0.922233521938324
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,64,disturbance,24,64,0000000064.png,5,1.0370757579803467
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,65,disturbance,25,65,0000000065.png,1,0.7157007455825806
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,65,disturbance,25,65,0000000065.png,2,0.8847516179084778
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,65,disturbance,25,65,0000000065.png,3,0.876030445098877
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,65,disturbance,25,65,0000000065.png,4,0.9165939688682556
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,65,disturbance,25,65,0000000065.png,5,1.0327949523925781
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,66,disturbance,26,66,0000000066.png,1,0.7167510390281677
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,66,disturbance,26,66,0000000066.png,2,0.8840779066085815
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,66,disturbance,26,66,0000000066.png,3,0.8790813088417053
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,66,disturbance,26,66,0000000066.png,4,0.9324564933776855
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,66,disturbance,26,66,0000000066.png,5,1.0153001546859741
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,67,disturbance,27,67,0000000067.png,1,0.7191239595413208
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,67,disturbance,27,67,0000000067.png,2,0.8848661780357361
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,67,disturbance,27,67,0000000067.png,3,0.873308539390564
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,67,disturbance,27,67,0000000067.png,4,0.9211192727088928
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,67,disturbance,27,67,0000000067.png,5,1.0174065828323364
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,68,disturbance,28,68,0000000068.png,1,0.7183518409729004
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,68,disturbance,28,68,0000000068.png,2,0.8853260278701782
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,68,disturbance,28,68,0000000068.png,3,0.8755126595497131
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,68,disturbance,28,68,0000000068.png,4,0.9252634644508362
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,68,disturbance,28,68,0000000068.png,5,1.0290066003799438
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,69,disturbance,29,69,0000000069.png,1,0.718899130821228
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,69,disturbance,29,69,0000000069.png,2,0.8864070177078247
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,69,disturbance,29,69,0000000069.png,3,0.8709625005722046
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,69,disturbance,29,69,0000000069.png,4,0.920857310295105
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,69,disturbance,29,69,0000000069.png,5,1.0354795455932617
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,70,disturbance,30,70,0000000070.png,1,0.7192932367324829
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,70,disturbance,30,70,0000000070.png,2,0.8864125609397888
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,70,disturbance,30,70,0000000070.png,3,0.8742969632148743
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,70,disturbance,30,70,0000000070.png,4,0.9223377108573914
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,70,disturbance,30,70,0000000070.png,5,1.0534131526947021
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,71,disturbance,31,71,0000000071.png,1,0.7204706072807312
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,71,disturbance,31,71,0000000071.png,2,0.8875637054443359
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,71,disturbance,31,71,0000000071.png,3,0.8759711980819702
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,71,disturbance,31,71,0000000071.png,4,0.9218608140945435
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,71,disturbance,31,71,0000000071.png,5,1.0465357303619385
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,72,disturbance,32,72,0000000072.png,1,0.7215622067451477
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,72,disturbance,32,72,0000000072.png,2,0.8890286684036255
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,72,disturbance,32,72,0000000072.png,3,0.8764271140098572
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,72,disturbance,32,72,0000000072.png,4,0.9190821647644043
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,72,disturbance,32,72,0000000072.png,5,1.033332347869873
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,73,disturbance,33,73,0000000073.png,1,0.7244438529014587
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,73,disturbance,33,73,0000000073.png,2,0.8910813927650452
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,73,disturbance,33,73,0000000073.png,3,0.8790924549102783
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,73,disturbance,33,73,0000000073.png,4,0.9199687242507935
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,73,disturbance,33,73,0000000073.png,5,1.003167748451233
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,74,disturbance,34,74,0000000074.png,1,0.7270920276641846
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,74,disturbance,34,74,0000000074.png,2,0.8930351138114929
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,74,disturbance,34,74,0000000074.png,3,0.8799622654914856
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,74,disturbance,34,74,0000000074.png,4,0.9179030656814575
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,74,disturbance,34,74,0000000074.png,5,1.0045925378799438
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,75,disturbance,35,75,0000000075.png,1,0.7336370944976807
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,75,disturbance,35,75,0000000075.png,2,0.8928233981132507
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,75,disturbance,35,75,0000000075.png,3,0.8836228251457214
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,75,disturbance,35,75,0000000075.png,4,0.9257380962371826
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,75,disturbance,35,75,0000000075.png,5,0.9977229237556458
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,76,disturbance,36,76,0000000076.png,1,0.7346161603927612
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,76,disturbance,36,76,0000000076.png,2,0.8916768431663513
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,76,disturbance,36,76,0000000076.png,3,0.8868428468704224
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,76,disturbance,36,76,0000000076.png,4,0.9308525323867798
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,76,disturbance,36,76,0000000076.png,5,1.0231680870056152
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,77,disturbance,37,77,0000000077.png,1,0.7297627329826355
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,77,disturbance,37,77,0000000077.png,2,0.8907686471939087
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,77,disturbance,37,77,0000000077.png,3,0.8884524703025818
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,77,disturbance,37,77,0000000077.png,4,0.9277591109275818
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,77,disturbance,37,77,0000000077.png,5,1.0302573442459106
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,78,disturbance,38,78,0000000078.png,1,0.7293940186500549
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,78,disturbance,38,78,0000000078.png,2,0.8914976119995117
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,78,disturbance,38,78,0000000078.png,3,0.8875861167907715
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,78,disturbance,38,78,0000000078.png,4,0.9312429428100586
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,78,disturbance,38,78,0000000078.png,5,1.0517030954360962
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,79,disturbance,39,79,0000000079.png,1,0.7279500961303711
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,79,disturbance,39,79,0000000079.png,2,0.8900096416473389
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,79,disturbance,39,79,0000000079.png,3,0.8880318403244019
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,79,disturbance,39,79,0000000079.png,4,0.9271442890167236
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,79,disturbance,39,79,0000000079.png,5,1.0322184562683105
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,80,disturbance,40,80,0000000080.png,1,0.7295020222663879
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,80,disturbance,40,80,0000000080.png,2,0.8904060125350952
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,80,disturbance,40,80,0000000080.png,3,0.8842301964759827
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,80,disturbance,40,80,0000000080.png,4,0.9223307371139526
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,80,disturbance,40,80,0000000080.png,5,1.0441322326660156
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,81,disturbance,41,81,0000000081.png,1,0.7230744957923889
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,81,disturbance,41,81,0000000081.png,2,0.888543426990509
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,81,disturbance,41,81,0000000081.png,3,0.8866273164749146
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,81,disturbance,41,81,0000000081.png,4,0.9313206672668457
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,81,disturbance,41,81,0000000081.png,5,1.025256633758545
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,82,disturbance,42,82,0000000082.png,1,0.7222005128860474
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,82,disturbance,42,82,0000000082.png,2,0.8882458806037903
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,82,disturbance,42,82,0000000082.png,3,0.8852030634880066
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,82,disturbance,42,82,0000000082.png,4,0.9304083585739136
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,82,disturbance,42,82,0000000082.png,5,1.0406990051269531
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,83,disturbance,43,83,0000000083.png,1,0.7212011218070984
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,83,disturbance,43,83,0000000083.png,2,0.8837392330169678
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,83,disturbance,43,83,0000000083.png,3,0.8823602795600891
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,83,disturbance,43,83,0000000083.png,4,0.9341553449630737
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,83,disturbance,43,83,0000000083.png,5,1.052536129951477
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,84,disturbance,44,84,0000000084.png,1,0.7232211232185364
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,84,disturbance,44,84,0000000084.png,2,0.8870730996131897
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,84,disturbance,44,84,0000000084.png,3,0.8899802565574646
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,84,disturbance,44,84,0000000084.png,4,0.942353367805481
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,84,disturbance,44,84,0000000084.png,5,1.1167783737182617
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,85,disturbance,45,85,0000000085.png,1,0.7279720306396484
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,85,disturbance,45,85,0000000085.png,2,0.8878266215324402
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,85,disturbance,45,85,0000000085.png,3,0.8903375267982483
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,85,disturbance,45,85,0000000085.png,4,0.941652774810791
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,85,disturbance,45,85,0000000085.png,5,1.0765830278396606
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,86,disturbance,46,86,0000000086.png,1,0.7356420755386353
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,86,disturbance,46,86,0000000086.png,2,0.8899156451225281
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,86,disturbance,46,86,0000000086.png,3,0.895419716835022
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,86,disturbance,46,86,0000000086.png,4,0.940181314945221
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,86,disturbance,46,86,0000000086.png,5,1.0562485456466675
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,87,disturbance,47,87,0000000087.png,1,0.7403856515884399
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,87,disturbance,47,87,0000000087.png,2,0.8901784420013428
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,87,disturbance,47,87,0000000087.png,3,0.8940904140472412
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,87,disturbance,47,87,0000000087.png,4,0.938463568687439
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,87,disturbance,47,87,0000000087.png,5,1.0493122339248657
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,88,disturbance,48,88,0000000088.png,1,0.7425070405006409
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,88,disturbance,48,88,0000000088.png,2,0.887104868888855
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,88,disturbance,48,88,0000000088.png,3,0.8884091973304749
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,88,disturbance,48,88,0000000088.png,4,0.934463620185852
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,88,disturbance,48,88,0000000088.png,5,1.0177562236785889
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,89,disturbance,49,89,0000000089.png,1,0.7405937314033508
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,89,disturbance,49,89,0000000089.png,2,0.8878333568572998
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,89,disturbance,49,89,0000000089.png,3,0.888053834438324
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,89,disturbance,49,89,0000000089.png,4,0.9332180619239807
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,89,disturbance,49,89,0000000089.png,5,1.0287760496139526
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,90,disturbance,50,90,0000000090.png,1,0.7285395264625549
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,90,disturbance,50,90,0000000090.png,2,0.8861275315284729
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,90,disturbance,50,90,0000000090.png,3,0.8881599307060242
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,90,disturbance,50,90,0000000090.png,4,0.937294602394104
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,90,disturbance,50,90,0000000090.png,5,1.033537745475769
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,91,disturbance,51,91,0000000091.png,1,0.7234278917312622
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,91,disturbance,51,91,0000000091.png,2,0.8852083683013916
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,91,disturbance,51,91,0000000091.png,3,0.8838249444961548
frozen_vgg16,gaussian_blur,2011_09_26/2011_09_26_drive_0039_sync,91,disturbance,51,91,0000000091.png,4,0.9296788573265076
