drive,condition,replicate,window_index,disturbance_start_index,disturbance_stop_index_exclusive,persistence_score,forward_mae_m,yaw_mae_rad,mean_future_blur_sigma,clean_persistence_score,persistence_score_excess_over_clean,clean_forward_mae_m,clean_yaw_mae_rad,forward_mae_degradation_m,yaw_mae_degradation_rad
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,1,8,64,72,-0.04852136131376028,0.22282817214727402,0.005849744600709528,0.75,-0.025090146926231682,-0.0234312143875286,0.22420715540647507,0.007791297801304609,-0.0013789832592010498,-0.0019415532005950809
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,1,9,72,80,-0.16680262400768697,0.3203704170882702,0.006747380364686251,0.75,-0.12967811455018818,-0.03712450945749879,0.3145146183669567,0.0075528055895119905,0.0058557987213134766,-0.0008054252248257399
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,2,0,0,8,-0.15240616258233786,0.5704712644219398,0.003333335684146732,2.25,-0.17645599506795406,0.024049832485616207,0.583598904311657,0.010932362638413906,-0.013127639889717102,-0.007599026954267174
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,2,1,8,16,-0.1840808077249676,0.557327076792717,0.004644416680093855,2.25,-0.21284704003483057,0.02876623230986297,0.563225269317627,0.010162511258386075,-0.005898192524909973,-0.005518094578292221
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,2,2,16,24,-0.13264908734709024,0.5200915858149529,0.005312303226673976,2.625,-0.1450523491948843,0.012403261847794056,0.5247536897659302,0.008225501398555934,-0.0046621039509773254,-0.002913198171881959
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,2,3,24,32,-0.09075366309843957,0.41667889803647995,0.003942207840736955,3.0,-0.11513437330722809,0.024380710208788514,0.4120994582772255,0.01090652181301266,0.004579439759254456,-0.006964313972275704
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,2,4,32,40,-0.11422149662394077,0.30016055703163147,0.005164724308997393,3.0,-0.12714447267353535,0.012922976049594581,0.3057892695069313,0.009393718733917922,-0.005628712475299835,-0.004228994424920529
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,2,5,40,48,-0.12994698015972972,0.19136447459459305,0.0012772818299708888,0.75,-0.12376490281894803,-0.006182077340781689,0.17990320920944214,0.003640879731392488,0.01146126538515091,-0.002363597901421599
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,2,6,48,56,-0.11838212702423334,0.042676836252212524,0.002508124482119456,0.75,-0.12120965030044317,0.0028275232762098312,0.03697559982538223,0.004546119598671794,0.005701236426830292,-0.002037995116552338
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,2,7,56,64,-0.08150418428704143,0.10970190167427063,0.001401532397721894,1.125,-0.06323780352249742,-0.01826638076454401,0.11497262865304947,0.002935448384960182,-0.005270726978778839,-0.001533915987238288
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,2,8,64,72,-0.040080564096570015,0.22958390414714813,0.003045497287530452,1.5,-0.025090146926231682,-0.014990417170338333,0.22420715540647507,0.007791297801304609,0.005376748740673065,-0.004745800513774157
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,2,9,72,80,-0.18641029484570026,0.33348454162478447,0.004448874737136066,1.5,-0.12967811455018818,-0.05673218029551208,0.3145146183669567,0.0075528055895119905,0.01896992325782776,-0.0031039308523759246
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,3,0,0,8,-0.16219876427203417,0.5731087252497673,0.003351282881340012,3.0,-0.17645599506795406,0.014257230795919895,0.583598904311657,0.010932362638413906,-0.010490179061889648,-0.007581079757073894
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,3,1,8,16,-0.17873125430196524,0.558536559343338,0.005490366369485855,3.0,-0.21284704003483057,0.034115785732865334,0.563225269317627,0.010162511258386075,-0.00468870997428894,-0.00467214488890022
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,3,2,16,24,-0.10406325105577707,0.5206446349620819,0.003934138367185369,1.875,-0.1450523491948843,0.04098909813910723,0.5247536897659302,0.008225501398555934,-0.004109054803848267,-0.004291363031370565
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,3,3,24,32,-0.129588158801198,0.40487750619649887,0.0040841056616045535,0.75,-0.11513437330722809,-0.014453785493969917,0.4120994582772255,0.01090652181301266,-0.0072219520807266235,-0.006822416151408106
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,3,4,32,40,-0.15125898737460375,0.3030039891600609,0.0033548170467838645,0.75,-0.12714447267353535,-0.0241145147010684,0.3057892695069313,0.009393718733917922,-0.0027852803468704224,-0.006038901687134057
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,3,5,40,48,-0.11068557819817215,0.19080223888158798,0.0015299472579499707,1.5,-0.12376490281894803,0.013079324620775878,0.17990320920944214,0.003640879731392488,0.010899029672145844,-0.0021109324734425172
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,3,6,48,56,-0.08899561114958487,0.04738335311412811,0.0008560932110412978,1.5,-0.12120965030044317,0.0322140391508583,0.03697559982538223,0.004546119598671794,0.01040775328874588,-0.003690026387630496
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,3,7,56,64,-0.0791975250467658,0.11228179931640625,0.0006731266257702373,1.875,-0.06323780352249742,-0.01595972152426839,0.11497262865304947,0.002935448384960182,-0.002690829336643219,-0.0022623217591899447
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,3,8,64,72,-0.0335491067962721,0.23200049251317978,0.0016656809275445994,2.25,-0.025090146926231682,-0.008458959870040417,0.22420715540647507,0.007791297801304609,0.007793337106704712,-0.006125616873760009
2011_09_26/2011_09_26_drive_0011_sync,persistent_blur,3,9,72,80,-0.22970999218523502,0.33673980459570885,0.0030462922295555472,2.25,-0.12967811455018818,-0.10003187763504684,0.3145146183669567,0.0075528055895119905,0.022225186228752136,-0.004506513359956443
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,0,0,0,8,-0.33991562423761934,0.5734451860189438,0.002991041910718195,1.875,-0.17645599506795406,-0.16345962916966528,0.583598904311657,0.010932362638413906,-0.010153718292713165,-0.007941320727695711
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,0,1,8,16,-0.32969827950000763,0.5556892454624176,0.0033325367548968643,1.875,-0.21284704003483057,-0.11685123946517706,0.563225269317627,0.010162511258386075,-0.007536023855209351,-0.006829974503489211
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,0,2,16,24,-0.26824516244232655,0.5187137499451637,0.003650729835499078,1.96875,-0.1450523491948843,-0.12319281324744225,0.5247536897659302,0.008225501398555934,-0.006039939820766449,-0.004574771563056856
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,0,3,24,32,-0.20160410180687904,0.4050479754805565,0.002317042089998722,1.6875,-0.11513437330722809,-0.08646972849965096,0.4120994582772255,0.01090652181301266,-0.007051482796669006,-0.008589479723013937
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,0,4,32,40,-0.27916522952727973,0.29826709628105164,0.003204486711183563,1.78125,-0.12714447267353535,-0.1520207568537444,0.3057892695069313,0.009393718733917922,-0.007522173225879669,-0.006189232022734359
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,0,5,40,48,-0.30394810112193227,0.18553266674280167,0.003204921042197384,2.15625,-0.12376490281894803,-0.18018319830298424,0.17990320920944214,0.003640879731392488,0.005629457533359528,-0.00043595868919510394
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,0,6,48,56,-0.30547749157994986,0.04464104026556015,0.0015510803059441969,1.96875,-0.12120965030044317,-0.18426784127950668,0.03697559982538223,0.004546119598671794,0.0076654404401779175,-0.002995039292727597
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,0,7,56,64,-0.5454563926905394,0.1132795661687851,0.0011913408161490224,1.6875,-0.06323780352249742,-0.48221858916804194,0.11497262865304947,0.002935448384960182,-0.0016930624842643738,-0.0017441075688111596
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,0,8,64,72,-0.4547764239832759,0.23114963620901108,0.002001470456889365,2.25,-0.025090146926231682,-0.4296862770570442,0.22420715540647507,0.007791297801304609,0.006942480802536011,-0.005789827344415244
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,0,9,72,80,-0.30830032064113766,0.33158304169774055,0.003986335213994607,1.5,-0.12967811455018818,-0.17862220609094948,0.3145146183669567,0.0075528055895119905,0.017068423330783844,-0.0035664703755173832
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,1,0,0,8,-0.45916714146733284,0.5735571160912514,0.0029916974308434874,1.875,-0.17645599506795406,-0.2827111463993788,0.583598904311657,0.010932362638413906,-0.010041788220405579,-0.007940665207570419
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,1,1,8,16,-0.18552230391651392,0.5576141253113747,0.0034225134004373103,1.5,-0.21284704003483057,0.02732473611831665,0.563225269317627,0.010162511258386075,-0.005611144006252289,-0.006739997857948765
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,1,2,16,24,-0.39301882218569517,0.5183682441711426,0.003305251302663237,1.96875,-0.1450523491948843,-0.24796647299081087,0.5247536897659302,0.008225501398555934,-0.006385445594787598,-0.004920250095892698
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,1,3,24,32,-0.17517092637717724,0.411033533513546,0.0023777966416673735,2.4375,-0.11513437330722809,-0.06003655306994915,0.4120994582772255,0.01090652181301266,-0.0010659247636795044,-0.008528725171345286
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,1,4,32,40,-0.2536707802210003,0.3030594438314438,0.0022777559206588194,1.40625,-0.12714447267353535,-0.12652630754746497,0.3057892695069313,0.009393718733917922,-0.0027298256754875183,-0.007115962813259102
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,1,5,40,48,-0.22351253032684326,0.18764284998178482,0.001918051071697846,1.78125,-0.12376490281894803,-0.09974762750789523,0.17990320920944214,0.003640879731392488,0.007739640772342682,-0.0017228286596946418
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,1,6,48,56,-0.2603849659790285,0.04527099430561066,0.0012861058785347268,1.96875,-0.12120965030044317,-0.13917531567858532,0.03697559982538223,0.004546119598671794,0.008295394480228424,-0.003260013720137067
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,1,7,56,64,-0.2790319330524653,0.11145094782114029,0.0010405479915789329,2.0625,-0.06323780352249742,-0.2157941295299679,0.11497262865304947,0.002935448384960182,-0.0035216808319091797,-0.0018949003933812492
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,1,8,64,72,-0.3587180911563337,0.23074693977832794,0.0024627957536722533,1.875,-0.025090146926231682,-0.333627944230102,0.22420715540647507,0.007791297801304609,0.006539784371852875,-0.005328502047632355
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,1,9,72,80,-0.2880903189070523,0.332686860114336,0.004269339173333719,1.875,-0.12967811455018818,-0.1584122043568641,0.3145146183669567,0.0075528055895119905,0.018172241747379303,-0.003283466416178271
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,2,0,0,8,-0.4234649724967312,0.5738280117511749,0.0032088312291307375,1.875,-0.17645599506795406,-0.24700897742877714,0.583598904311657,0.010932362638413906,-0.009770892560482025,-0.007723531409283169
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,2,1,8,16,-0.2944738182704896,0.5578744634985924,0.0026947287551593035,1.875,-0.21284704003483057,-0.081626778235659,0.563225269317627,0.010162511258386075,-0.005350805819034576,-0.007467782503226772
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,2,2,16,24,-0.19652035157196224,0.5193464532494545,0.003130083088763058,1.96875,-0.1450523491948843,-0.05146800237707794,0.5247536897659302,0.008225501398555934,-0.0054072365164756775,-0.005095418309792876
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,2,3,24,32,-0.22698039934039116,0.40976617485284805,0.0027922480512643233,1.6875,-0.11513437330722809,-0.11184602603316307,0.4120994582772255,0.01090652181301266,-0.0023332834243774414,-0.008114273761748336
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,2,4,32,40,-0.2874702550470829,0.29832441359758377,0.0032454960455652326,1.78125,-0.12714447267353535,-0.16032578237354755,0.3057892695069313,0.009393718733917922,-0.007464855909347534,-0.006148222688352689
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,2,5,40,48,-0.355621833819896,0.18899385631084442,0.0021540720626944676,1.78125,-0.12376490281894803,-0.23185693100094795,0.17990320920944214,0.003640879731392488,0.009090647101402283,-0.0014868076686980203
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,2,6,48,56,-0.2972763702273369,0.04510442167520523,0.0015431864085257985,1.59375,-0.12120965030044317,-0.1760667199268937,0.03697559982538223,0.004546119598671794,0.008128821849822998,-0.0030029331901459955
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,2,7,56,64,-0.4631142813595943,0.11139966547489166,0.0008876591164153069,2.0625,-0.06323780352249742,-0.3998764778370969,0.11497262865304947,0.002935448384960182,-0.0035729631781578064,-0.002047789268544875
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,2,8,64,72,-0.5256504202261567,0.22915969789028168,0.002904955137637444,1.875,-0.025090146926231682,-0.500560273299925,0.22420715540647507,0.007791297801304609,0.00495254248380661,-0.004886342663667165
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,2,9,72,80,-0.25375253858510405,0.3343488834798336,0.003643765870947391,2.25,-0.12967811455018818,-0.12407442403491586,0.3145146183669567,0.0075528055895119905,0.019834265112876892,-0.0039090397185646
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,3,0,0,8,-0.32765533216297626,0.5734990388154984,0.0036729722196469083,1.875,-0.17645599506795406,-0.1511993370950222,0.583598904311657,0.010932362638413906,-0.0100998654961586,-0.007259390418766998
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,3,1,8,16,-0.2783267702907324,0.5556084215641022,0.0037567433319054544,2.25,-0.21284704003483057,-0.06547973025590181,0.563225269317627,0.010162511258386075,-0.00761684775352478,-0.006405767926480621
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,3,2,16,24,-0.33626649575307965,0.5183818116784096,0.003680095251183957,1.59375,-0.1450523491948843,-0.19121414655819535,0.5247536897659302,0.008225501398555934,-0.006371878087520599,-0.004545406147371978
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,3,3,24,32,-0.1417613672092557,0.40726039558649063,0.002292365752509795,1.6875,-0.11513437330722809,-0.026626993902027607,0.4120994582772255,0.01090652181301266,-0.004839062690734863,-0.008614156060502864
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,3,4,32,40,-0.18934215046465397,0.2952723205089569,0.003539506593369879,2.53125,-0.12714447267353535,-0.06219767779111862,0.3057892695069313,0.009393718733917922,-0.010516948997974396,-0.005854212140548043
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,3,5,40,48,-0.42685401160269976,0.18738645315170288,0.003066764009417966,1.78125,-0.12376490281894803,-0.3030891087837517,0.17990320920944214,0.003640879731392488,0.007483243942260742,-0.0005741157219745219
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,3,6,48,56,-0.3216391569003463,0.046308062970638275,0.0016175820856005885,1.96875,-0.12120965030044317,-0.2004295065999031,0.03697559982538223,0.004546119598671794,0.009332463145256042,-0.0029285375130712055
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,3,7,56,64,-0.45864758640527725,0.11393231898546219,0.0009112572442973033,1.6875,-0.06323780352249742,-0.39540978288277984,0.11497262865304947,0.002935448384960182,-0.0010403096675872803,-0.0020241911406628788
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,3,8,64,72,-0.6072917394340038,0.22810476273298264,0.0035779269237536937,1.5,-0.025090146926231682,-0.5822015925077721,0.22420715540647507,0.007791297801304609,0.0038976073265075684,-0.004213370877550915
2011_09_26/2011_09_26_drive_0011_sync,shuffled_blur,3,9,72,80,-0.2686347649432719,0.330868374556303,0.004654688382288441,1.875,-0.12967811455018818,-0.1389566503930837,0.3145146183669567,0.0075528055895119905,0.016353756189346313,-0.0028981172072235495
