drive,condition,replicate,window_index,disturbance_start_index,disturbance_stop_index_exclusive,persistence_score,forward_mae_m,yaw_mae_rad,mean_future_blur_sigma,clean_persistence_score,persistence_score_excess_over_clean,clean_forward_mae_m,clean_yaw_mae_rad,forward_mae_degradation_m,yaw_mae_degradation_rad
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,1,1,8,16,-0.20021893084049225,0.17669563740491867,0.021250810474157333,1.5,-0.11989801283925772,-0.08032091800123453,0.18278007954359055,0.02471963409334421,-0.006084442138671875,-0.003468823619186878
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,1,2,16,24,-0.40044786036014557,0.17592132091522217,0.015066162392031401,1.96875,-0.170837190002203,-0.22961067035794258,0.16541700810194016,0.02547515695914626,0.010504312813282013,-0.01040899456711486
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,1,3,24,32,-0.22416123375296593,0.16243848577141762,0.004160065378528088,2.4375,-0.17478450015187263,-0.04937673360109329,0.1292802132666111,0.01825385307893157,0.03315827250480652,-0.014093787700403482
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,1,4,32,40,-0.29416954331099987,0.1410437673330307,0.007807801128365099,1.40625,-0.1690838821232319,-0.12508566118776798,0.14052680879831314,0.004918642807751894,0.0005169585347175598,0.0028891583206132054
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,1,5,40,48,-0.24789434392005205,0.15342776849865913,0.013554604724049568,1.78125,-0.0985110211186111,-0.14938332280144095,0.181673776358366,0.0033321091905236244,-0.02824600785970688,0.010222495533525944
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,1,6,48,56,-0.2866876421030611,0.13839145377278328,0.017652891343459487,1.96875,-0.032826286857016385,-0.2538613552460447,0.1641913540661335,0.008697280660271645,-0.02579990029335022,0.008955610683187842
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,1,7,56,64,-0.28364772035274655,0.09416044130921364,0.024124901508912444,2.0625,-0.08953315985854715,-0.1941145604941994,0.09383781626820564,0.018893282511271536,0.0003226250410079956,0.005231618997640908
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,1,8,64,72,-0.4076142543926835,0.032589465379714966,0.026385290315374732,1.875,-0.10838320106267929,-0.2992310533300042,0.05127889662981033,0.02825573179870844,-0.018689431250095367,-0.0018704414833337069
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,1,9,72,80,-0.28860568162053823,0.013376429677009583,0.025670980801805854,1.875,-0.10606945911422372,-0.18253622250631452,0.03941194713115692,0.03711269982159138,-0.02603551745414734,-0.011441719019785523
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,2,0,0,8,-0.41846067551523447,0.15885770693421364,0.02073866524733603,1.875,-0.13850022293627262,-0.27996045257896185,0.17922906205058098,0.020257344003766775,-0.02037135511636734,0.0004813212435692549
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,2,1,8,16,-0.3032389096915722,0.17616654932498932,0.0198969473131001,1.875,-0.11989801283925772,-0.18334089685231447,0.18278007954359055,0.02471963409334421,-0.006613530218601227,-0.004822686780244112
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,2,2,16,24,-0.24131474271416664,0.17693636566400528,0.015408988751005381,1.96875,-0.170837190002203,-0.07047755271196365,0.16541700810194016,0.02547515695914626,0.011519357562065125,-0.01006616820814088
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,2,3,24,32,-0.25801929272711277,0.15446733310818672,0.006405554071534425,1.6875,-0.17478450015187263,-0.08323479257524014,0.1292802132666111,0.01825385307893157,0.025187119841575623,-0.011848299007397145
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,2,4,32,40,-0.310066407546401,0.14238620549440384,0.008861808222718537,1.78125,-0.1690838821232319,-0.14098252542316914,0.14052680879831314,0.004918642807751894,0.0018593966960906982,0.003943165414966643
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,2,5,40,48,-0.3544273851439357,0.1519937552511692,0.013941307086497545,1.78125,-0.0985110211186111,-0.2559163640253246,0.181673776358366,0.0033321091905236244,-0.029680021107196808,0.01060919789597392
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,2,6,48,56,-0.3216730223502964,0.14044282212853432,0.016642237198539078,1.59375,-0.032826286857016385,-0.28884673549328,0.1641913540661335,0.008697280660271645,-0.023748531937599182,0.007944956538267434
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,2,7,56,64,-0.44501154543831944,0.09226518496870995,0.024336512433364987,2.0625,-0.08953315985854715,-0.3554783855797723,0.09383781626820564,0.018893282511271536,-0.001572631299495697,0.005443229922093451
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,2,8,64,72,-0.4615562278777361,0.03395850956439972,0.027480258839204907,1.875,-0.10838320106267929,-0.3531730268150568,0.05127889662981033,0.02825573179870844,-0.017320387065410614,-0.0007754729595035315
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,2,9,72,80,-0.23214997723698616,0.011654525995254517,0.025094824843108654,2.25,-0.10606945911422372,-0.12608051812276244,0.03941194713115692,0.03711269982159138,-0.027757421135902405,-0.012017874978482723
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,3,0,0,8,-0.3420019303448498,0.1584896706044674,0.020861834520474076,1.875,-0.13850022293627262,-0.2035017074085772,0.17922906205058098,0.020257344003766775,-0.020739391446113586,0.0006044905167073011
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,3,1,8,16,-0.26912088692188263,0.17460283637046814,0.01848029054235667,2.25,-0.11989801283925772,-0.1492228740826249,0.18278007954359055,0.02471963409334421,-0.008177243173122406,-0.006239343550987542
2011_09_26/2011_09_26_drive_0005_sync,shuffled_blur,3,2,16,24,-0.3676385907456279,0.1766185760498047,0.014942958252504468,1.59375,-0.170837190002203,-0.1968014007434249,0.16541700810194016,0.02547515695914626,0.011201567947864532,-0.010532198706641793
