condition,split,drive,sample_index,current_raw_frame_index,future_raw_frame_index,current_frame_name,future_frame_name,horizon_frames,horizon_seconds,bootstrap_without_history,feature_mse,copy_mse,prediction_base_mse,residual_mse,feature_cosine,normalized_feature_error,predicted_residual_rms,target_residual_rms,warp_coverage_fraction,warp_collision_fraction
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,103,103,104,0000000103.png,0000000104.png,1,0.1035,True,0.0791611447930336,0.0791611447930336,0.0791611447930336,0.0791611447930336,0.9257072806358337,0.3815218508243561,0.0,0.2813559041375062,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,104,104,105,0000000104.png,0000000105.png,1,0.1035,True,0.08328517526388168,0.08328517526388168,0.08328517526388168,0.08328517526388168,0.920299232006073,0.42081934213638306,0.0,0.28859171031732994,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,105,105,106,0000000105.png,0000000106.png,1,0.1035,True,0.10061022639274597,0.10061022639274597,0.10061022639274597,0.10061022639274597,0.8901375532150269,0.47715505957603455,0.0,0.3171911511892253,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,106,106,107,0000000106.png,0000000107.png,1,0.1035,True,0.0815807357430458,0.0815807357430458,0.0815807357430458,0.0815807357430458,0.905799388885498,0.43972840905189514,0.0,0.2856234159571757,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,107,107,108,0000000107.png,0000000108.png,1,0.1035,True,0.06884735077619553,0.06884735077619553,0.06884735077619553,0.06884735077619553,0.9149684906005859,0.45068761706352234,0.0,0.26238778701798515,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,108,108,109,0000000108.png,0000000109.png,1,0.1035,True,0.08704742044210434,0.08704742044210434,0.08704742044210434,0.08704742044210434,0.8622766733169556,0.5754796266555786,0.0,0.2950379983020905,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,109,109,110,0000000109.png,0000000110.png,1,0.1035,True,0.03731541335582733,0.03731541335582733,0.03731541335582733,0.03731541335582733,0.9306986927986145,0.36900874972343445,0.0,0.1931719787024695,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,110,110,111,0000000110.png,0000000111.png,1,0.1035,True,0.041386816650629044,0.041386816650629044,0.041386816650629044,0.041386816650629044,0.9278570413589478,0.37470170855522156,0.0,0.20343750060062438,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,111,111,112,0000000111.png,0000000112.png,1,0.1035,True,0.046401262283325195,0.046401262283325195,0.046401262283325195,0.046401262283325195,0.9205822348594666,0.40057075023651123,0.0,0.21540952226706506,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,112,112,113,0000000112.png,0000000113.png,1,0.1035,True,0.034553367644548416,0.034553367644548416,0.034553367644548416,0.034553367644548416,0.938876748085022,0.35631534457206726,0.0,0.18588536156606958,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,113,113,114,0000000113.png,0000000114.png,1,0.1035,True,0.042686909437179565,0.042686909437179565,0.042686909437179565,0.042686909437179565,0.921572208404541,0.3960624039173126,0.0,0.2066081059328979,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,114,114,115,0000000114.png,0000000115.png,1,0.1035,True,0.03551461175084114,0.03551461175084114,0.03551461175084114,0.03551461175084114,0.9337658882141113,0.3674943745136261,0.0,0.18845320838563917,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,115,115,116,0000000115.png,0000000116.png,1,0.1035,True,0.04091939702630043,0.04091939702630043,0.04091939702630043,0.04091939702630043,0.9214049577713013,0.39878666400909424,0.0,0.20228543453818032,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,116,116,117,0000000116.png,0000000117.png,1,0.1035,True,0.037008654326200485,0.037008654326200485,0.037008654326200485,0.037008654326200485,0.927620530128479,0.38181552290916443,0.0,0.19237633515118352,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,117,117,118,0000000117.png,0000000118.png,1,0.1035,True,0.044560693204402924,0.044560693204402924,0.044560693204402924,0.044560693204402924,0.9179178476333618,0.3980769217014313,0.0,0.21109403877040897,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,118,118,119,0000000118.png,0000000119.png,1,0.1035,True,0.03807048872113228,0.03807048872113228,0.03807048872113228,0.03807048872113228,0.9327517747879028,0.3656398355960846,0.0,0.19511660288435806,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,119,119,120,0000000119.png,0000000120.png,1,0.1035,True,0.03801145404577255,0.03801145404577255,0.03801145404577255,0.03801145404577255,0.9322397708892822,0.3717513978481293,0.0,0.19496526369015726,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,120,120,121,0000000120.png,0000000121.png,1,0.1035,True,0.03619590774178505,0.03619590774178505,0.03619590774178505,0.03619590774178505,0.9341188073158264,0.3632217347621918,0.0,0.1902522213846268,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,121,121,122,0000000121.png,0000000122.png,1,0.1035,True,0.02517799474298954,0.02517799474298954,0.02517799474298954,0.02517799474298954,0.9534844756126404,0.3080054521560669,0.0,0.1586757534817136,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,122,122,123,0000000122.png,0000000123.png,1,0.1035,True,0.03522959351539612,0.03522959351539612,0.03522959351539612,0.03522959351539612,0.9377598166465759,0.347677081823349,0.0,0.18769548080706716,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,123,123,124,0000000123.png,0000000124.png,1,0.1035,True,0.039900317788124084,0.039900317788124084,0.039900317788124084,0.039900317788124084,0.9310343861579895,0.3729492127895355,0.0,0.19975063901806192,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,124,124,125,0000000124.png,0000000125.png,1,0.1035,True,0.027283044531941414,0.027283044531941414,0.027283044531941414,0.027283044531941414,0.9519911408424377,0.31171828508377075,0.0,0.1651757988687853,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,125,125,126,0000000125.png,0000000126.png,1,0.1035,True,0.03350653871893883,0.03350653871893883,0.03350653871893883,0.03350653871893883,0.9389169216156006,0.3565399944782257,0.0,0.18304791372462792,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,126,126,127,0000000126.png,0000000127.png,1,0.1035,True,0.028187505900859833,0.028187505900859833,0.028187505900859833,0.028187505900859833,0.9460026025772095,0.3306046724319458,0.0,0.16789135147725695,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,127,127,128,0000000127.png,0000000128.png,1,0.1035,True,0.02873600274324417,0.02873600274324417,0.02873600274324417,0.02873600274324417,0.9448246359825134,0.3308248817920685,0.0,0.1695169688946926,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,128,128,129,0000000128.png,0000000129.png,1,0.1035,True,0.034288566559553146,0.034288566559553146,0.034288566559553146,0.034288566559553146,0.9337108135223389,0.3677046000957489,0.0,0.1851717218139777,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,129,129,130,0000000129.png,0000000130.png,1,0.1035,True,0.021612931042909622,0.021612931042909622,0.021612931042909622,0.021612931042909622,0.9590911865234375,0.28332817554473877,0.0,0.14701337028620773,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,130,130,131,0000000130.png,0000000131.png,1,0.1035,True,0.025721155107021332,0.025721155107021332,0.025721155107021332,0.025721155107021332,0.9515163898468018,0.31481480598449707,0.0,0.16037816281221498,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,131,131,132,0000000131.png,0000000132.png,1,0.1035,True,0.02809484489262104,0.02809484489262104,0.02809484489262104,0.02809484489262104,0.9471056461334229,0.3226777911186218,0.0,0.1676151690409345,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,132,132,133,0000000132.png,0000000133.png,1,0.1035,True,0.03986027091741562,0.03986027091741562,0.03986027091741562,0.03986027091741562,0.9308896064758301,0.3659117519855499,0.0,0.19965037169365757,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,133,133,134,0000000133.png,0000000134.png,1,0.1035,True,0.04678492620587349,0.04678492620587349,0.04678492620587349,0.04678492620587349,0.9197702407836914,0.40629318356513977,0.0,0.21629823440304244,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,134,134,135,0000000134.png,0000000135.png,1,0.1035,True,0.027060285210609436,0.027060285210609436,0.027060285210609436,0.027060285210609436,0.9511651992797852,0.32017505168914795,0.0,0.16450010702309417,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,135,135,136,0000000135.png,0000000136.png,1,0.1035,True,0.04041539877653122,0.04041539877653122,0.04041539877653122,0.04041539877653122,0.931424081325531,0.3639383614063263,0.0,0.20103581466129666,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,136,136,137,0000000136.png,0000000137.png,1,0.1035,True,0.05125300586223602,0.05125300586223602,0.05125300586223602,0.05125300586223602,0.9151999950408936,0.4140785038471222,0.0,0.22639126719517258,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,137,137,138,0000000137.png,0000000138.png,1,0.1035,True,0.04436427727341652,0.04436427727341652,0.04436427727341652,0.04436427727341652,0.9305651187896729,0.3667531907558441,0.0,0.21062829172126074,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,138,138,139,0000000138.png,0000000139.png,1,0.1035,True,0.03984416276216507,0.03984416276216507,0.03984416276216507,0.03984416276216507,0.9419177770614624,0.33697664737701416,0.0,0.1996100267074905,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,139,139,140,0000000139.png,0000000140.png,1,0.1035,True,0.06999391317367554,0.06999391317367554,0.06999391317367554,0.06999391317367554,0.8967852592468262,0.4663911461830139,0.0,0.26456362783586773,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,140,140,141,0000000140.png,0000000141.png,1,0.1035,True,0.04599456489086151,0.04599456489086151,0.04599456489086151,0.04599456489086151,0.9296351671218872,0.3727605640888214,0.0,0.21446343485746355,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,141,141,142,0000000141.png,0000000142.png,1,0.1035,True,0.040934108197689056,0.040934108197689056,0.040934108197689056,0.040934108197689056,0.9376847743988037,0.35460805892944336,0.0,0.20232179367949726,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,142,142,143,0000000142.png,0000000143.png,1,0.1035,True,0.0438709482550621,0.0438709482550621,0.0438709482550621,0.0438709482550621,0.9316563606262207,0.3730333149433136,0.0,0.20945392871718138,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,143,143,144,0000000143.png,0000000144.png,1,0.1035,True,0.03842506930232048,0.03842506930232048,0.03842506930232048,0.03842506930232048,0.9393222332000732,0.347660630941391,0.0,0.19602313460997525,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,144,144,145,0000000144.png,0000000145.png,1,0.1035,True,0.0563945509493351,0.0563945509493351,0.0563945509493351,0.0563945509493351,0.909224271774292,0.43282029032707214,0.0,0.23747536914243358,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,145,145,146,0000000145.png,0000000146.png,1,0.1035,True,0.04048656299710274,0.04048656299710274,0.04048656299710274,0.04048656299710274,0.9345915913581848,0.3582170009613037,0.0,0.20121273070335965,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,146,146,147,0000000146.png,0000000147.png,1,0.1035,True,0.04600035399198532,0.04600035399198532,0.04600035399198532,0.04600035399198532,0.9259394407272339,0.3887738585472107,0.0,0.21447693114175548,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,147,147,148,0000000147.png,0000000148.png,1,0.1035,True,0.03040393441915512,0.03040393441915512,0.03040393441915512,0.03040393441915512,0.9498907327651978,0.31711238622665405,0.0,0.17436724009731622,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,148,148,149,0000000148.png,0000000149.png,1,0.1035,True,0.03578808903694153,0.03578808903694153,0.03578808903694153,0.03578808903694153,0.9420650005340576,0.3377705216407776,0.0,0.1891774009678258,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,149,149,150,0000000149.png,0000000150.png,1,0.1035,True,0.035742662847042084,0.035742662847042084,0.035742662847042084,0.035742662847042084,0.9442921280860901,0.33115243911743164,0.0,0.18905730043307528,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,150,150,151,0000000150.png,0000000151.png,1,0.1035,True,0.04516782611608505,0.04516782611608505,0.04516782611608505,0.04516782611608505,0.9338886737823486,0.35882049798965454,0.0,0.21252723617476668,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,151,151,152,0000000151.png,0000000152.png,1,0.1035,True,0.04918123781681061,0.04918123781681061,0.04918123781681061,0.04918123781681061,0.9288922548294067,0.3805234134197235,0.0,0.22176843286818484,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,152,152,153,0000000152.png,0000000153.png,1,0.1035,True,0.057976752519607544,0.057976752519607544,0.057976752519607544,0.057976752519607544,0.9148769378662109,0.41208401322364807,0.0,0.2407836217843887,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,153,153,154,0000000153.png,0000000154.png,1,0.1035,True,0.05779414251446724,0.05779414251446724,0.05779414251446724,0.05779414251446724,0.9155583381652832,0.41048744320869446,0.0,0.24040412333083483,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,154,154,155,0000000154.png,0000000155.png,1,0.1035,True,0.07400255650281906,0.07400255650281906,0.07400255650281906,0.07400255650281906,0.8964492082595825,0.4485056698322296,0.0,0.27203410907976056,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,155,155,156,0000000155.png,0000000156.png,1,0.1035,True,0.080176442861557,0.080176442861557,0.080176442861557,0.080176442861557,0.8907830715179443,0.46791020035743713,0.0,0.2831544505416735,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,156,156,157,0000000156.png,0000000157.png,1,0.1035,True,0.07611314207315445,0.07611314207315445,0.07611314207315445,0.07611314207315445,0.9096194505691528,0.41544583439826965,0.0,0.27588610344334935,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,157,157,158,0000000157.png,0000000158.png,1,0.1035,True,0.07210332155227661,0.07210332155227661,0.07210332155227661,0.07210332155227661,0.9178428649902344,0.40642696619033813,0.0,0.26852061662426707,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,158,158,159,0000000158.png,0000000159.png,1,0.1035,True,0.06066770479083061,0.06066770479083061,0.06066770479083061,0.06066770479083061,0.9289044141769409,0.3835878372192383,0.0,0.2463081500698477,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,159,159,160,0000000159.png,0000000160.png,1,0.1035,True,0.0926172062754631,0.0926172062754631,0.0926172062754631,0.0926172062754631,0.8976395130157471,0.4421369433403015,0.0,0.3043307514456321,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,160,160,161,0000000160.png,0000000161.png,1,0.1035,True,0.05752689763903618,0.05752689763903618,0.05752689763903618,0.05752689763903618,0.9374071359634399,0.3668826222419739,0.0,0.23984765506261715,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,161,161,162,0000000161.png,0000000162.png,1,0.1035,True,0.0495016984641552,0.0495016984641552,0.0495016984641552,0.0495016984641552,0.9473405480384827,0.32028844952583313,0.0,0.22248977159446048,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,162,162,163,0000000162.png,0000000163.png,1,0.1035,True,0.057532086968421936,0.057532086968421936,0.057532086968421936,0.057532086968421936,0.94530189037323,0.3261972665786743,0.0,0.23985847278847985,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,163,163,164,0000000163.png,0000000164.png,1,0.1035,True,0.07350744307041168,0.07350744307041168,0.07350744307041168,0.07350744307041168,0.9336748123168945,0.3609828054904938,0.0,0.27112256097641835,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,164,164,165,0000000164.png,0000000165.png,1,0.1035,True,0.09143027663230896,0.09143027663230896,0.09143027663230896,0.09143027663230896,0.9176454544067383,0.4099313020706177,0.0,0.30237439810987465,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,165,165,166,0000000165.png,0000000166.png,1,0.1035,True,0.08901075273752213,0.08901075273752213,0.08901075273752213,0.08901075273752213,0.9206721186637878,0.3939669132232666,0.0,0.2983466988882601,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,166,166,167,0000000166.png,0000000167.png,1,0.1035,True,0.10039177536964417,0.10039177536964417,0.10039177536964417,0.10039177536964417,0.9202985763549805,0.3915225565433502,0.0,0.31684661173767376,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,167,167,168,0000000167.png,0000000168.png,1,0.1035,True,0.08694318681955338,0.08694318681955338,0.08694318681955338,0.08694318681955338,0.9370609521865845,0.3499492406845093,0.0,0.294861300986673,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,168,168,169,0000000168.png,0000000169.png,1,0.1035,True,0.08523032069206238,0.08523032069206238,0.08523032069206238,0.08523032069206238,0.9381738901138306,0.37527716159820557,0.0,0.2919423242561146,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,169,169,170,0000000169.png,0000000170.png,1,0.1035,True,0.09467726200819016,0.09467726200819016,0.09467726200819016,0.09467726200819016,0.9233729839324951,0.388321191072464,0.0,0.3076967045780474,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,170,170,171,0000000170.png,0000000171.png,1,0.1035,True,0.08574438095092773,0.08574438095092773,0.08574438095092773,0.08574438095092773,0.938258171081543,0.3459421992301941,0.0,0.2928214147751625,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,171,171,172,0000000171.png,0000000172.png,1,0.1035,True,0.1321834772825241,0.1321834772825241,0.1321834772825241,0.1321834772825241,0.9177138805389404,0.3973087966442108,0.0,0.36357045710910574,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,172,172,173,0000000172.png,0000000173.png,1,0.1035,True,0.09725157916545868,0.09725157916545868,0.09725157916545868,0.09725157916545868,0.9402037858963013,0.36676710844039917,0.0,0.31185185451662567,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,173,173,174,0000000173.png,0000000174.png,1,0.1035,True,0.10307024419307709,0.10307024419307709,0.10307024419307709,0.10307024419307709,0.939196765422821,0.3444371223449707,0.0,0.32104554847104966,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,174,174,175,0000000174.png,0000000175.png,1,0.1035,True,0.08424556255340576,0.08424556255340576,0.08424556255340576,0.08424556255340576,0.9514210820198059,0.3120175898075104,0.0,0.29025086141716405,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,175,175,176,0000000175.png,0000000176.png,1,0.1035,True,0.0939369946718216,0.0939369946718216,0.0939369946718216,0.0939369946718216,0.9453141689300537,0.3321553170681,0.0,0.3064914267509315,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,176,176,177,0000000176.png,0000000177.png,1,0.1035,True,0.0826670303940773,0.0826670303940773,0.0826670303940773,0.0826670303940773,0.9502788782119751,0.324147492647171,0.0,0.2875187479001627,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,177,177,178,0000000177.png,0000000178.png,1,0.1035,True,0.08716049045324326,0.08716049045324326,0.08716049045324326,0.08716049045324326,0.9454020261764526,0.3285735547542572,0.0,0.2952295555211965,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,178,178,179,0000000178.png,0000000179.png,1,0.1035,True,0.09632712602615356,0.09632712602615356,0.09632712602615356,0.09632712602615356,0.9384762048721313,0.37091806530952454,0.0,0.3103661161050825,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,179,179,180,0000000179.png,0000000180.png,1,0.1035,True,0.10095158219337463,0.10095158219337463,0.10095158219337463,0.10095158219337463,0.9287475347518921,0.37560445070266724,0.0,0.31772878716505154,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,180,180,181,0000000180.png,0000000181.png,1,0.1035,True,0.07580055296421051,0.07580055296421051,0.07580055296421051,0.07580055296421051,0.9507068395614624,0.3100977838039398,0.0,0.27531900218512073,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,181,181,182,0000000181.png,0000000182.png,1,0.1035,True,0.09986648708581924,0.09986648708581924,0.09986648708581924,0.09986648708581924,0.9386898279190063,0.346520334482193,0.0,0.31601659305457247,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,182,182,183,0000000182.png,0000000183.png,1,0.1035,True,0.08690301328897476,0.08690301328897476,0.08690301328897476,0.08690301328897476,0.9478058815002441,0.3229376971721649,0.0,0.29479317035673464,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,183,183,184,0000000183.png,0000000184.png,1,0.1035,True,0.09366168826818466,0.09366168826818466,0.09366168826818466,0.09366168826818466,0.9424984455108643,0.3459836542606354,0.0,0.3060419714159884,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,184,184,185,0000000184.png,0000000185.png,1,0.1035,True,0.08927243947982788,0.08927243947982788,0.08927243947982788,0.08927243947982788,0.9412628412246704,0.36208903789520264,0.0,0.2987849385090016,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,185,185,186,0000000185.png,0000000186.png,1,0.1035,True,0.09281603246927261,0.09281603246927261,0.09281603246927261,0.09281603246927261,0.9298949241638184,0.38387298583984375,0.0,0.3046572376774801,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,186,186,187,0000000186.png,0000000187.png,1,0.1035,True,0.0776527002453804,0.0776527002453804,0.0776527002453804,0.0776527002453804,0.9363946914672852,0.37063807249069214,0.0,0.2786623409170683,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,187,187,188,0000000187.png,0000000188.png,1,0.1035,True,0.08371789008378983,0.08371789008378983,0.08371789008378983,0.08371789008378983,0.9264490008354187,0.3823504149913788,0.0,0.2893404397656674,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,188,188,189,0000000188.png,0000000189.png,1,0.1035,True,0.07900546491146088,0.07900546491146088,0.07900546491146088,0.07900546491146088,0.9288970828056335,0.3879591226577759,0.0,0.2810791079241943,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,189,189,190,0000000189.png,0000000190.png,1,0.1035,True,0.07974330335855484,0.07974330335855484,0.07974330335855484,0.07974330335855484,0.9333698153495789,0.3591168522834778,0.0,0.2823885680380048,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,190,190,191,0000000190.png,0000000191.png,1,0.1035,True,0.061744168400764465,0.061744168400764465,0.061744168400764465,0.061744168400764465,0.9491264820098877,0.3424622714519501,0.0,0.2484837387048989,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,191,191,192,0000000191.png,0000000192.png,1,0.1035,True,0.08287521451711655,0.08287521451711655,0.08287521451711655,0.08287521451711655,0.9179465174674988,0.4353652894496918,0.0,0.2878805559900087,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,192,192,193,0000000192.png,0000000193.png,1,0.1035,True,0.04884447157382965,0.04884447157382965,0.04884447157382965,0.04884447157382965,0.9448891878128052,0.3302132189273834,0.0,0.2210078540998705,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,193,193,194,0000000193.png,0000000194.png,1,0.1035,True,0.0511661097407341,0.0511661097407341,0.0511661097407341,0.0511661097407341,0.9432312250137329,0.33603745698928833,0.0,0.22619926998276121,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,194,194,195,0000000194.png,0000000195.png,1,0.1035,True,0.043955087661743164,0.043955087661743164,0.043955087661743164,0.043955087661743164,0.9507138729095459,0.3177812397480011,0.0,0.2096546867154254,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,195,195,196,0000000195.png,0000000196.png,1,0.1035,True,0.06059440225362778,0.06059440225362778,0.06059440225362778,0.06059440225362778,0.9286481142044067,0.385187029838562,0.0,0.24615930259412863,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,196,196,197,0000000196.png,0000000197.png,1,0.1035,True,0.05045527592301369,0.05045527592301369,0.05045527592301369,0.05045527592301369,0.9375163316726685,0.35600343346595764,0.0,0.22462251873535227,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,197,197,198,0000000197.png,0000000198.png,1,0.1035,True,0.03452841565012932,0.03452841565012932,0.03452841565012932,0.03452841565012932,0.9579520225524902,0.28751176595687866,0.0,0.1858182328247939,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,198,198,199,0000000198.png,0000000199.png,1,0.1035,True,0.05816418677568436,0.05816418677568436,0.05816418677568436,0.05816418677568436,0.9281456470489502,0.41387054324150085,0.0,0.2411725249187485,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,199,199,200,0000000199.png,0000000200.png,1,0.1035,True,0.03119838982820511,0.03119838982820511,0.03119838982820511,0.03119838982820511,0.9529558420181274,0.31766802072525024,0.0,0.17663065936638833,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,200,200,201,0000000200.png,0000000201.png,1,0.1035,True,0.0033405928406864405,0.0033405928406864405,0.0033405928406864405,0.0033405928406864405,0.9945945143699646,0.10502668470144272,0.0,0.05779786190410888,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,201,201,202,0000000201.png,0000000202.png,1,0.1035,True,0.0025539775379002094,0.0025539775379002094,0.0025539775379002094,0.0025539775379002094,0.9958019852638245,0.09153880923986435,0.0,0.05053689283978794,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,202,202,203,0000000202.png,0000000203.png,1,0.1035,True,0.0026817412581294775,0.0026817412581294775,0.0026817412581294775,0.0026817412581294775,0.995830774307251,0.09217088669538498,0.0,0.0517855313589566,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,203,203,204,0000000203.png,0000000204.png,1,0.1035,True,0.0023378338664770126,0.0023378338664770126,0.0023378338664770126,0.0023378338664770126,0.9963668584823608,0.08745766431093216,0.0,0.048351151656160295,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,204,204,205,0000000204.png,0000000205.png,1,0.1035,True,0.0032262983731925488,0.0032262983731925488,0.0032262983731925488,0.0032262983731925488,0.9947227835655212,0.10272901505231857,0.0,0.05680051384620168,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,205,205,206,0000000205.png,0000000206.png,1,0.1035,True,0.003701192094013095,0.003701192094013095,0.003701192094013095,0.003701192094013095,0.9939306974411011,0.11045679450035095,0.0,0.06083742346626043,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,206,206,207,0000000206.png,0000000207.png,1,0.1035,True,0.002509175566956401,0.002509175566956401,0.002509175566956401,0.002509175566956401,0.9958778619766235,0.09071923792362213,0.0,0.05009167163268163,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,207,207,208,0000000207.png,0000000208.png,1,0.1035,True,0.002045365981757641,0.002045365981757641,0.002045365981757641,0.002045365981757641,0.9966873526573181,0.08138611912727356,0.0,0.04522572256755707,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,208,208,209,0000000208.png,0000000209.png,1,0.1035,True,0.002237472217530012,0.002237472217530012,0.002237472217530012,0.002237472217530012,0.9963705539703369,0.08546937257051468,0.0,0.04730192615031667,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,209,209,210,0000000209.png,0000000210.png,1,0.1035,True,0.0025516310706734657,0.0025516310706734657,0.0025516310706734657,0.0025516310706734657,0.995897114276886,0.09056602418422699,0.0,0.050513672116303976,,
copy_current,val,2011_09_26/2011_09_26_drive_0011_sync,210,210,211,0000000210.png,0000000211.png,1,0.1035,True,0.0024619761388748884,0.0024619761388748884,0.0024619761388748884,0.0024619761388748884,0.9960366487503052,0.08946988731622696,0.0,0.04961830447400323,,
