condition,split,drive,sample_index,current_raw_frame_index,future_raw_frame_index,current_frame_name,future_frame_name,horizon_frames,horizon_seconds,bootstrap_without_history,feature_mse,copy_mse,prediction_base_mse,residual_mse,feature_cosine,normalized_feature_error,predicted_residual_rms,target_residual_rms,warp_coverage_fraction,warp_collision_fraction
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,23,23,24,0000000023.png,0000000024.png,1,0.1035,True,0.11601276695728302,0.11601276695728302,0.11601276695728302,0.11601276695728302,0.8285561203956604,0.5715786814689636,0.0,0.34060646934150124,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,24,24,25,0000000024.png,0000000025.png,1,0.1035,True,0.1441359966993332,0.1441359966993332,0.1441359966993332,0.1441359966993332,0.8264917731285095,0.5664137005805969,0.0,0.3796524683171877,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,25,25,26,0000000025.png,0000000026.png,1,0.1035,True,0.19106584787368774,0.19106584787368774,0.19106584787368774,0.19106584787368774,0.7878032922744751,0.6507798433303833,0.0,0.4371107958786739,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,26,26,27,0000000026.png,0000000027.png,1,0.1035,True,0.23276744782924652,0.23276744782924652,0.23276744782924652,0.23276744782924652,0.7880232930183411,0.6202560663223267,0.0,0.4824597888210442,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,27,27,28,0000000027.png,0000000028.png,1,0.1035,True,0.22674190998077393,0.22674190998077393,0.22674190998077393,0.22674190998077393,0.8062419891357422,0.6352517008781433,0.0,0.4761742432983686,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,28,28,29,0000000028.png,0000000029.png,1,0.1035,True,0.19272425770759583,0.19272425770759583,0.19272425770759583,0.19272425770759583,0.8239837288856506,0.602446436882019,0.0,0.4390037103574363,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,29,29,30,0000000029.png,0000000030.png,1,0.1035,True,0.20656220614910126,0.20656220614910126,0.20656220614910126,0.20656220614910126,0.8019835948944092,0.6355403065681458,0.0,0.4544911507929514,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,30,30,31,0000000030.png,0000000031.png,1,0.1035,True,0.20174197852611542,0.20174197852611542,0.20174197852611542,0.20174197852611542,0.8023259043693542,0.6294614672660828,0.0,0.4491569642409159,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,31,31,32,0000000031.png,0000000032.png,1,0.1035,True,0.18790657818317413,0.18790657818317413,0.18790657818317413,0.18790657818317413,0.8134914040565491,0.6142258644104004,0.0,0.43348192370982913,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,32,32,33,0000000032.png,0000000033.png,1,0.1035,True,0.19727739691734314,0.19727739691734314,0.19727739691734314,0.19727739691734314,0.8102402687072754,0.6054183840751648,0.0,0.4441592022207163,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,33,33,34,0000000033.png,0000000034.png,1,0.1035,True,0.2055416852235794,0.2055416852235794,0.2055416852235794,0.2055416852235794,0.8085640668869019,0.6195752024650574,0.0,0.4533670535268078,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,34,34,35,0000000034.png,0000000035.png,1,0.1035,True,0.23189370334148407,0.23189370334148407,0.23189370334148407,0.23189370334148407,0.7979956269264221,0.6194676756858826,0.0,0.4815534272969969,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,35,35,36,0000000035.png,0000000036.png,1,0.1035,True,0.24855482578277588,0.24855482578277588,0.24855482578277588,0.24855482578277588,0.8029146194458008,0.616952121257782,0.0,0.49855273119578425,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,36,36,37,0000000036.png,0000000037.png,1,0.1035,True,0.20318922400474548,0.20318922400474548,0.20318922400474548,0.20318922400474548,0.8467707633972168,0.5497686862945557,0.0,0.45076515393799627,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,37,37,38,0000000037.png,0000000038.png,1,0.1035,True,0.23010116815567017,0.23010116815567017,0.23010116815567017,0.23010116815567017,0.8253390789031982,0.5978919863700867,0.0,0.4796886158287167,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,38,38,39,0000000038.png,0000000039.png,1,0.1035,True,0.22741864621639252,0.22741864621639252,0.22741864621639252,0.22741864621639252,0.8198481798171997,0.6068955659866333,0.0,0.47688431114515867,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,39,39,40,0000000039.png,0000000040.png,1,0.1035,True,0.19405615329742432,0.19405615329742432,0.19405615329742432,0.19405615329742432,0.8382413387298584,0.5789165496826172,0.0,0.4405180510460659,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,40,40,41,0000000040.png,0000000041.png,1,0.1035,True,0.18110567331314087,0.18110567331314087,0.18110567331314087,0.18110567331314087,0.8441085815429688,0.5575035810470581,0.0,0.4255651222940396,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,41,41,42,0000000041.png,0000000042.png,1,0.1035,True,0.2049420326948166,0.2049420326948166,0.2049420326948166,0.2049420326948166,0.826416015625,0.5856523513793945,0.0,0.45270523820121256,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,42,42,43,0000000042.png,0000000043.png,1,0.1035,True,0.2190990000963211,0.2190990000963211,0.2190990000963211,0.2190990000963211,0.8373469114303589,0.5516003370285034,0.0,0.46808012144965216,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,43,43,44,0000000043.png,0000000044.png,1,0.1035,True,0.24403820931911469,0.24403820931911469,0.24403820931911469,0.24403820931911469,0.8345741033554077,0.5691985487937927,0.0,0.494002236147889,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,44,44,45,0000000044.png,0000000045.png,1,0.1035,True,0.22904345393180847,0.22904345393180847,0.22904345393180847,0.22904345393180847,0.8395963907241821,0.5901002287864685,0.0,0.47858484507118326,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,45,45,46,0000000045.png,0000000046.png,1,0.1035,True,0.22501903772354126,0.22501903772354126,0.22501903772354126,0.22501903772354126,0.8270668387413025,0.5915515422821045,0.0,0.47436171612340433,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,46,46,47,0000000046.png,0000000047.png,1,0.1035,True,0.20925238728523254,0.20925238728523254,0.20925238728523254,0.20925238728523254,0.8402276039123535,0.5606843829154968,0.0,0.4574411298574195,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,47,47,48,0000000047.png,0000000048.png,1,0.1035,True,0.2207878679037094,0.2207878679037094,0.2207878679037094,0.2207878679037094,0.8225616216659546,0.6303343176841736,0.0,0.46988069539374505,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,48,48,49,0000000048.png,0000000049.png,1,0.1035,True,0.19174225628376007,0.19174225628376007,0.19174225628376007,0.19174225628376007,0.8243259191513062,0.5987527370452881,0.0,0.4378838388017535,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,49,49,50,0000000049.png,0000000050.png,1,0.1035,True,0.19646523892879486,0.19646523892879486,0.19646523892879486,0.19646523892879486,0.817308783531189,0.6029053926467896,0.0,0.4432439948028567,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,50,50,51,0000000050.png,0000000051.png,1,0.1035,True,0.22652466595172882,0.22652466595172882,0.22652466595172882,0.22652466595172882,0.7877285480499268,0.65605229139328,0.0,0.47594607462582234,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,51,51,52,0000000051.png,0000000052.png,1,0.1035,True,0.22058884799480438,0.22058884799480438,0.22058884799480438,0.22058884799480438,0.7878603935241699,0.6556037664413452,0.0,0.46966887058309964,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,52,52,53,0000000052.png,0000000053.png,1,0.1035,True,0.23648682236671448,0.23648682236671448,0.23648682236671448,0.23648682236671448,0.7770987153053284,0.658143162727356,0.0,0.4862991079230091,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,53,53,54,0000000053.png,0000000054.png,1,0.1035,True,0.22961527109146118,0.22961527109146118,0.22961527109146118,0.22961527109146118,0.7968988418579102,0.6279605031013489,0.0,0.479181876839537,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,54,54,55,0000000054.png,0000000055.png,1,0.1035,True,0.25746890902519226,0.25746890902519226,0.25746890902519226,0.25746890902519226,0.794455885887146,0.6242271661758423,0.0,0.5074139424820648,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,55,55,56,0000000055.png,0000000056.png,1,0.1035,True,0.23634734749794006,0.23634734749794006,0.23634734749794006,0.23634734749794006,0.8044624924659729,0.6841946244239807,0.0,0.48615568236722284,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,56,56,57,0000000056.png,0000000057.png,1,0.1035,True,0.20507395267486572,0.20507395267486572,0.20507395267486572,0.20507395267486572,0.7997341156005859,0.6287475824356079,0.0,0.45285091661038485,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,57,57,58,0000000057.png,0000000058.png,1,0.1035,True,0.20491759479045868,0.20491759479045868,0.20491759479045868,0.20491759479045868,0.7911884784698486,0.6714060306549072,0.0,0.4526782464294686,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,58,58,59,0000000058.png,0000000059.png,1,0.1035,True,0.14257827401161194,0.14257827401161194,0.14257827401161194,0.14257827401161194,0.849064290523529,0.5411230325698853,0.0,0.37759538399139886,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,59,59,60,0000000059.png,0000000060.png,1,0.1035,True,0.14430588483810425,0.14430588483810425,0.14430588483810425,0.14430588483810425,0.8434107303619385,0.5846244692802429,0.0,0.3798761440760715,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,60,60,61,0000000060.png,0000000061.png,1,0.1035,True,0.1298249512910843,0.1298249512910843,0.1298249512910843,0.1298249512910843,0.8419795632362366,0.5716007947921753,0.0,0.36031229689129995,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,61,61,62,0000000061.png,0000000062.png,1,0.1035,True,0.11542931944131851,0.11542931944131851,0.11542931944131851,0.11542931944131851,0.85014808177948,0.5583783984184265,0.0,0.33974890646081335,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,62,62,63,0000000062.png,0000000063.png,1,0.1035,True,0.08442313969135284,0.08442313969135284,0.08442313969135284,0.08442313969135284,0.8873204588890076,0.4721905589103699,0.0,0.2905566032485802,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,63,63,64,0000000063.png,0000000064.png,1,0.1035,True,0.09020446240901947,0.09020446240901947,0.09020446240901947,0.09020446240901947,0.879767119884491,0.49285972118377686,0.0,0.30034057736013536,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,64,64,65,0000000064.png,0000000065.png,1,0.1035,True,0.06609661877155304,0.06609661877155304,0.06609661877155304,0.06609661877155304,0.914240837097168,0.4088750183582306,0.0,0.2570926268323404,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,65,65,66,0000000065.png,0000000066.png,1,0.1035,True,0.08030994981527328,0.08030994981527328,0.08030994981527328,0.08030994981527328,0.8999790549278259,0.44430240988731384,0.0,0.28339010183009794,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,66,66,67,0000000066.png,0000000067.png,1,0.1035,True,0.09760009497404099,0.09760009497404099,0.09760009497404099,0.09760009497404099,0.8750599026679993,0.5155139565467834,0.0,0.31241013903847775,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,67,67,68,0000000067.png,0000000068.png,1,0.1035,True,0.10314976423978806,0.10314976423978806,0.10314976423978806,0.10314976423978806,0.8548757433891296,0.5503631234169006,0.0,0.32116937002115886,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,68,68,69,0000000068.png,0000000069.png,1,0.1035,True,0.08196736872196198,0.08196736872196198,0.08196736872196198,0.08196736872196198,0.8803812861442566,0.48770514130592346,0.0,0.28629943891311066,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,69,69,70,0000000069.png,0000000070.png,1,0.1035,True,0.06674595922231674,0.06674595922231674,0.06674595922231674,0.06674595922231674,0.9049823880195618,0.4324924647808075,0.0,0.2583523934905902,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,70,70,71,0000000070.png,0000000071.png,1,0.1035,True,0.08020421862602234,0.08020421862602234,0.08020421862602234,0.08020421862602234,0.8857143521308899,0.4828243553638458,0.0,0.28320349331535855,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,71,71,72,0000000071.png,0000000072.png,1,0.1035,True,0.09416482597589493,0.09416482597589493,0.09416482597589493,0.09416482597589493,0.8592228889465332,0.5401263236999512,0.0,0.30686287813271734,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,72,72,73,0000000072.png,0000000073.png,1,0.1035,True,0.08743762969970703,0.08743762969970703,0.08743762969970703,0.08743762969970703,0.8660476207733154,0.5149499773979187,0.0,0.2956985453121253,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,73,73,74,0000000073.png,0000000074.png,1,0.1035,True,0.11442648619413376,0.11442648619413376,0.11442648619413376,0.11442648619413376,0.820411741733551,0.6122410893440247,0.0,0.3382698422770404,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,74,74,75,0000000074.png,0000000075.png,1,0.1035,True,0.13139688968658447,0.13139688968658447,0.13139688968658447,0.13139688968658447,0.8006939888000488,0.6142039895057678,0.0,0.36248708899295223,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,75,75,76,0000000075.png,0000000076.png,1,0.1035,True,0.12991675734519958,0.12991675734519958,0.12991675734519958,0.12991675734519958,0.8083021640777588,0.6292164921760559,0.0,0.360439672268744,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,76,76,77,0000000076.png,0000000077.png,1,0.1035,True,0.11648022383451462,0.11648022383451462,0.11648022383451462,0.11648022383451462,0.8260890245437622,0.5844219326972961,0.0,0.34129199204568894,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,77,77,78,0000000077.png,0000000078.png,1,0.1035,True,0.09955175220966339,0.09955175220966339,0.09955175220966339,0.09955175220966339,0.8521811962127686,0.5475124716758728,0.0,0.31551822801490154,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,78,78,79,0000000078.png,0000000079.png,1,0.1035,True,0.12814439833164215,0.12814439833164215,0.12814439833164215,0.12814439833164215,0.8193969130516052,0.586725652217865,0.0,0.3579726223213755,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,79,79,80,0000000079.png,0000000080.png,1,0.1035,True,0.147882342338562,0.147882342338562,0.147882342338562,0.147882342338562,0.8001641035079956,0.6341627836227417,0.0,0.38455473256555045,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,80,80,81,0000000080.png,0000000081.png,1,0.1035,True,0.11517239362001419,0.11517239362001419,0.11517239362001419,0.11517239362001419,0.855068564414978,0.5251653790473938,0.0,0.3393705844943168,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,81,81,82,0000000081.png,0000000082.png,1,0.1035,True,0.14757095277309418,0.14757095277309418,0.14757095277309418,0.14757095277309418,0.8294129967689514,0.575660228729248,0.0,0.3841496489300676,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,82,82,83,0000000082.png,0000000083.png,1,0.1035,True,0.12867261469364166,0.12867261469364166,0.12867261469364166,0.12867261469364166,0.8576960563659668,0.5298516154289246,0.0,0.3587096523563893,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,83,83,84,0000000083.png,0000000084.png,1,0.1035,True,0.1356273889541626,0.1356273889541626,0.1356273889541626,0.1356273889541626,0.8485527038574219,0.5579994916915894,0.0,0.3682762400076369,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,84,84,85,0000000084.png,0000000085.png,1,0.1035,True,0.12429229170084,0.12429229170084,0.12429229170084,0.12429229170084,0.8711850643157959,0.49384066462516785,0.0,0.3525511192732764,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,85,85,86,0000000085.png,0000000086.png,1,0.1035,True,0.14448675513267517,0.14448675513267517,0.14448675513267517,0.14448675513267517,0.8526050448417664,0.5576715469360352,0.0,0.38011413435003333,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,86,86,87,0000000086.png,0000000087.png,1,0.1035,True,0.1409803032875061,0.1409803032875061,0.1409803032875061,0.1409803032875061,0.8521305918693542,0.5378947854042053,0.0,0.37547343885753903,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,87,87,88,0000000087.png,0000000088.png,1,0.1035,True,0.1329975128173828,0.1329975128173828,0.1329975128173828,0.1329975128173828,0.8663406372070312,0.5123919248580933,0.0,0.3646882405800642,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,88,88,89,0000000088.png,0000000089.png,1,0.1035,True,0.15787383913993835,0.15787383913993835,0.15787383913993835,0.15787383913993835,0.8418277502059937,0.5671058893203735,0.0,0.3973334105508098,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,89,89,90,0000000089.png,0000000090.png,1,0.1035,True,0.14929543435573578,0.14929543435573578,0.14929543435573578,0.14929543435573578,0.8515539169311523,0.5392626523971558,0.0,0.3863876736591577,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,90,90,91,0000000090.png,0000000091.png,1,0.1035,True,0.17149800062179565,0.17149800062179565,0.17149800062179565,0.17149800062179565,0.8396705389022827,0.5571333765983582,0.0,0.41412317083422856,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,91,91,92,0000000091.png,0000000092.png,1,0.1035,True,0.16686797142028809,0.16686797142028809,0.16686797142028809,0.16686797142028809,0.8441399335861206,0.5695353746414185,0.0,0.40849476302675913,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,92,92,93,0000000092.png,0000000093.png,1,0.1035,True,0.166594460606575,0.166594460606575,0.166594460606575,0.166594460606575,0.8312276005744934,0.5972631573677063,0.0,0.40815984688180074,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,93,93,94,0000000093.png,0000000094.png,1,0.1035,True,0.13361774384975433,0.13361774384975433,0.13361774384975433,0.13361774384975433,0.8579272031784058,0.531303346157074,0.0,0.3655376093506034,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,94,94,95,0000000094.png,0000000095.png,1,0.1035,True,0.15842358767986298,0.15842358767986298,0.15842358767986298,0.15842358767986298,0.8346425294876099,0.5718842148780823,0.0,0.3980246068773424,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,95,95,96,0000000095.png,0000000096.png,1,0.1035,True,0.13499172031879425,0.13499172031879425,0.13499172031879425,0.13499172031879425,0.8566482663154602,0.5450345277786255,0.0,0.3674121940257213,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,96,96,97,0000000096.png,0000000097.png,1,0.1035,True,0.12025904655456543,0.12025904655456543,0.12025904655456543,0.12025904655456543,0.8623079061508179,0.5398303270339966,0.0,0.34678386143903156,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,97,97,98,0000000097.png,0000000098.png,1,0.1035,True,0.1522868424654007,0.1522868424654007,0.1522868424654007,0.1522868424654007,0.8009961843490601,0.6719405651092529,0.0,0.39023946810311316,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,98,98,99,0000000098.png,0000000099.png,1,0.1035,True,0.15295158326625824,0.15295158326625824,0.15295158326625824,0.15295158326625824,0.7718355655670166,0.6777036786079407,0.0,0.39109024951570737,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,99,99,100,0000000099.png,0000000100.png,1,0.1035,True,0.14267125725746155,0.14267125725746155,0.14267125725746155,0.14267125725746155,0.7940249443054199,0.6313654780387878,0.0,0.37771848943023895,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,100,100,101,0000000100.png,0000000101.png,1,0.1035,True,0.15845045447349548,0.15845045447349548,0.15845045447349548,0.15845045447349548,0.774288535118103,0.6790866851806641,0.0,0.39805835561321345,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,101,101,102,0000000101.png,0000000102.png,1,0.1035,True,0.12246593087911606,0.12246593087911606,0.12246593087911606,0.12246593087911606,0.8131153583526611,0.6312795281410217,0.0,0.3499513264428584,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,102,102,103,0000000102.png,0000000103.png,1,0.1035,True,0.09974890202283859,0.09974890202283859,0.09974890202283859,0.09974890202283859,0.8383184671401978,0.567598283290863,0.0,0.3158304957138221,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,103,103,104,0000000103.png,0000000104.png,1,0.1035,True,0.12676984071731567,0.12676984071731567,0.12676984071731567,0.12676984071731567,0.7909377813339233,0.6542148590087891,0.0,0.356047525925003,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,104,104,105,0000000104.png,0000000105.png,1,0.1035,True,0.1172647774219513,0.1172647774219513,0.1172647774219513,0.1172647774219513,0.8020405769348145,0.6292306184768677,0.0,0.34243945073830395,,
copy_current,train,2011_09_26/2011_09_26_drive_0005_sync,105,105,106,0000000105.png,0000000106.png,1,0.1035,True,0.13370832800865173,0.13370832800865173,0.13370832800865173,0.13370832800865173,0.7962988615036011,0.6171162724494934,0.0,0.3656614937461309,,
