condition,epoch,split,feature_mse,copy_mse,prediction_base_mse,feature_cosine,normalized_feature_error,weighted_loss,optimized_loss
warp_residual,1,val,0.06222685606315218,0.06008009948157545,0.05994846219104586,0.9160294301550964,0.38563853707806817,3.05491363385628,3.1171404904332656
warp_residual,2,train,0.1283965881159103,0.13895498284327437,0.129720509807074,0.8436854224579007,0.5501588275230008,2.8987461538875805,3.0271427350885727
warp_residual,2,val,0.06155090538808947,0.06008009948157545,0.05994846219104586,0.9162194854740439,0.38351577314837226,3.05173138400604,3.1132822930812836
warp_residual,3,train,0.12593544829709857,0.13895498284327437,0.129720509807074,0.8450903510735706,0.5449272388336706,2.708100538627774,2.8340359754811706
warp_residual,3,val,0.0615269191370442,0.06008009948157545,0.05994846219104586,0.91572875503836,0.3840913711565322,3.0705400499804267,3.132066966130816
warp_residual,4,train,0.12344414360967337,0.13895498284327437,0.129720509807074,0.8466520297761057,0.539629752145094,2.574317032215642,2.6977611850289738
warp_residual,4,val,0.06191333540883879,0.06008009948157545,0.05994846219104586,0.9149376064025122,0.38620157154469653,3.08898030992212,3.1508936316802583
warp_residual,5,train,0.12100286090296078,0.13895498284327437,0.129720509807074,0.8484608328420352,0.5344182122377009,2.474070606668011,2.5950734747780695
warp_residual,5,val,0.06262005768427305,0.06008009948157545,0.05994846219104586,0.9140112692939824,0.3892863862344931,3.107894631295369,3.1705146822436103
warp_residual,6,train,0.11880792365744224,0.13895498284327437,0.129720509807074,0.850338910919389,0.5297117048229267,2.3829166445077634,2.5017245680678126
warp_residual,6,val,0.0635238920603397,0.06008009948157545,0.05994846219104586,0.9130223246997801,0.3928238207410122,3.1220524845452142,3.1855763721055
warp_residual,7,train,0.11692550827085582,0.13895498284327437,0.129720509807074,0.8521289552738464,0.5256600997416802,2.297822639053943,2.4147481536553577
warp_residual,7,val,0.06450444814781177,0.06008009948157545,0.05994846219104586,0.9120264690497826,0.3964030275057102,3.1348227077517015,3.1993271574891846
warp_residual,8,train,0.11533262332280476,0.13895498284327437,0.129720509807074,0.8537540946131438,0.5222189480962317,2.2163936195809857,2.3317262471890916
warp_residual,8,val,0.06548907795262619,0.06008009948157545,0.05994846219104586,0.9110522349846775,0.39981405565450934,3.138233880544531,3.2037229568793855
warp_residual,9,train,0.11397874099658985,0.13895498284327437,0.129720509807074,0.8552058385867699,0.519284768237008,2.144047419230143,2.258026154991848
warp_residual,9,val,0.06644224493105992,0.06008009948157545,0.05994846219104586,0.9101113196590851,0.4029897503426363,3.1540044566680647,3.220446693486181
warp_residual,10,train,0.11281443769538324,0.13895498284327437,0.129720509807074,0.8564989625238905,0.516753254762662,2.0845067797143475,2.1973212232776715
warp_residual,10,val,0.0673549572118269,0.06008009948157545,0.05994846219104586,0.9092052753629356,0.4059297814965248,3.1591038950558366,3.226458848550402
