method,causal,split,drive,camera,sample_index,previous_raw_frame_index,origin_raw_frame_index,target_raw_frame_index,previous_frame_name,origin_frame_name,target_frame_name,stage,stage_channels,stage_height,stage_width,stage_stride_input_pixels,horizon_frames,horizon_seconds,radius_cells,radius_input_pixels,patch_size,copy_mse,result_mse,copy_minus_result_mse,copy_minus_result_over_copy,matching_patch_mse,nonzero_motion_fraction,mean_motion_magnitude_cells,coverage_fraction,collision_fraction
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,81,81,82,83,0000000081.png,0000000082.png,0000000083.png,stage5,512,14,14,16,1,0.1035,2,32,3,0.12867920100688934,0.09961149096488953,0.029067710041999817,0.2258928418159485,0.09200242161750793,0.5306122303009033,0.5306122303009033,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,82,82,83,84,0000000082.png,0000000083.png,0000000084.png,stage5,512,14,14,16,1,0.1035,2,32,3,0.1356320083141327,0.10303134471178055,0.03260066360235214,0.24036113917827606,0.0913253203034401,0.6989795565605164,0.7193877696990967,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,83,83,84,85,0000000083.png,0000000084.png,0000000085.png,stage5,512,14,14,16,1,0.1035,2,32,3,0.12429216504096985,0.10336066037416458,0.020931504666805267,0.1684056669473648,0.0966605544090271,0.43877550959587097,0.43877550959587097,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,80,80,81,84,0000000080.png,0000000081.png,0000000084.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.3288877308368683,0.211430162191391,0.1174575686454773,0.35713574290275574,0.2114301323890686,0.8520408272743225,0.8943074941635132,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,81,81,82,85,0000000081.png,0000000082.png,0000000085.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.34661218523979187,0.21997490525245667,0.1266372799873352,0.36535727977752686,0.21997489035129547,0.8520408272743225,0.8985341787338257,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,82,82,83,86,0000000082.png,0000000083.png,0000000086.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.3392983078956604,0.21306069195270538,0.12623761594295502,0.37205496430397034,0.21306069195270538,0.8571428656578064,0.9036362171173096,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,83,83,84,87,0000000083.png,0000000084.png,0000000087.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.3286297023296356,0.20625655353069305,0.12237314879894257,0.3723739683628082,0.20625655353069305,0.8316326141357422,0.8696726560592651,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,80,80,81,84,0000000080.png,0000000081.png,0000000084.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.3288877308368683,0.22636453807353973,0.10252319276332855,0.31172701716423035,0.2111038863658905,0.7857142686843872,0.7878276109695435,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,81,81,82,85,0000000081.png,0000000082.png,0000000085.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.34661218523979187,0.23463746905326843,0.11197471618652344,0.3230547606945038,0.22266918420791626,0.8112244606018066,0.8112244606018066,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,82,82,83,86,0000000082.png,0000000083.png,0000000086.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.3392983078956604,0.22747482359409332,0.11182348430156708,0.32957276701927185,0.20879672467708588,0.84183669090271,0.8439500331878662,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,83,83,84,87,0000000083.png,0000000084.png,0000000087.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.3286297023296356,0.22044946253299713,0.10818023979663849,0.32918581366539,0.20389708876609802,0.8367346525192261,0.8388479948043823,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,80,80,81,84,0000000080.png,0000000081.png,0000000084.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.3288877308368683,0.14724788069725037,0.18163985013961792,0.5522852540016174,0.14724788069725037,0.8724489808082581,1.5499389171600342,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,81,81,82,85,0000000081.png,0000000082.png,0000000085.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.34661218523979187,0.15920713543891907,0.1874050498008728,0.540676474571228,0.15920713543891907,0.8826530575752258,1.4673973321914673,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,82,82,83,86,0000000082.png,0000000083.png,0000000086.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.3392983078956604,0.15623925626277924,0.18305905163288116,0.5395224690437317,0.15623925626277924,0.8622449040412903,1.4982717037200928,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,83,83,84,87,0000000083.png,0000000084.png,0000000087.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.3286297023296356,0.1461329162120819,0.1824967861175537,0.555326521396637,0.1461329162120819,0.8724489808082581,1.5487122535705566,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,80,80,81,84,0000000080.png,0000000081.png,0000000084.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.3288877308368683,0.16367894411087036,0.16520878672599792,0.5023257732391357,0.15087248384952545,0.8112244606018066,1.4510929584503174,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,81,81,82,85,0000000081.png,0000000082.png,0000000085.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.34661218523979187,0.17355243861675262,0.17305974662303925,0.49928927421569824,0.1626482605934143,0.8163264989852905,1.4081631898880005,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,82,82,83,86,0000000082.png,0000000083.png,0000000086.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.3392983078956604,0.1664339154958725,0.1728643923997879,0.5094761252403259,0.15691255033016205,0.8520408272743225,1.4693877696990967,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,83,83,84,87,0000000083.png,0000000084.png,0000000087.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.3286297023296356,0.15909768640995026,0.16953201591968536,0.515875518321991,0.14814631640911102,0.8520408272743225,1.487102746963501,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,84,84,85,86,0000000084.png,0000000085.png,0000000086.png,stage5,512,14,14,16,1,0.1035,1,16,1,0.1444859802722931,0.10283739864826202,0.04164858162403107,0.28825345635414124,0.10283739864826202,0.668367326259613,0.6747073531150818,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,85,85,86,87,0000000085.png,0000000086.png,0000000087.png,stage5,512,14,14,16,1,0.1035,1,16,1,0.14097441732883453,0.09345602989196777,0.04751838743686676,0.3370710015296936,0.09345602989196777,0.6632652878761292,0.6738319993019104,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,86,86,87,88,0000000086.png,0000000087.png,0000000088.png,stage5,512,14,14,16,1,0.1035,1,16,1,0.13299068808555603,0.08722999691963196,0.04576069116592407,0.34408944845199585,0.08723001182079315,0.6428571343421936,0.6534238457679749,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,87,87,88,89,0000000087.png,0000000088.png,0000000089.png,stage5,512,14,14,16,1,0.1035,1,16,1,0.15787795186042786,0.09646012634038925,0.061417825520038605,0.3890209197998047,0.09646012634038925,0.7448979616165161,0.7533513307571411,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,84,84,85,86,0000000084.png,0000000085.png,0000000086.png,stage5,512,14,14,16,1,0.1035,1,16,3,0.1444859802722931,0.11320429295301437,0.03128168731927872,0.21650327742099762,0.10003110766410828,0.6581632494926453,0.6581632494926453,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,85,85,86,87,0000000085.png,0000000086.png,0000000087.png,stage5,512,14,14,16,1,0.1035,1,16,3,0.14097441732883453,0.1014474555850029,0.039526961743831635,0.2803839445114136,0.0929354652762413,0.6326530575752258,0.6326530575752258,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,86,86,87,88,0000000086.png,0000000087.png,0000000088.png,stage5,512,14,14,16,1,0.1035,1,16,3,0.13299068808555603,0.0978667363524437,0.035123951733112335,0.2641083598136902,0.08739808201789856,0.5969387888908386,0.5969387888908386,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,87,87,88,89,0000000087.png,0000000088.png,0000000089.png,stage5,512,14,14,16,1,0.1035,1,16,3,0.15787795186042786,0.10223384201526642,0.05564410984516144,0.3524501621723175,0.09402695298194885,0.7244898080825806,0.7244898080825806,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,84,84,85,86,0000000084.png,0000000085.png,0000000086.png,stage5,512,14,14,16,1,0.1035,2,32,1,0.1444859802722931,0.10138865560293198,0.043097324669361115,0.2982803285121918,0.10138864815235138,0.6785714030265808,0.7158191800117493,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,85,85,86,87,0000000085.png,0000000086.png,0000000087.png,stage5,512,14,14,16,1,0.1035,2,32,1,0.14097441732883453,0.09320897608995438,0.04776544123888016,0.33882346749305725,0.09320897608995438,0.6632652878761292,0.6993421912193298,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,86,86,87,88,0000000086.png,0000000087.png,0000000088.png,stage5,512,14,14,16,1,0.1035,2,32,1,0.13299068808555603,0.08714262396097183,0.0458480641245842,0.3447464108467102,0.08714263141155243,0.6428571343421936,0.6585258841514587,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,87,87,88,89,0000000087.png,0000000088.png,0000000089.png,stage5,512,14,14,16,1,0.1035,2,32,1,0.15787795186042786,0.09499792754650116,0.0628800243139267,0.3982824981212616,0.09499792754650116,0.75,0.8136668801307678,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,84,84,85,86,0000000084.png,0000000085.png,0000000086.png,stage5,512,14,14,16,1,0.1035,2,32,3,0.1444859802722931,0.11320429295301437,0.03128168731927872,0.21650327742099762,0.10003110766410828,0.6581632494926453,0.6581632494926453,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,85,85,86,87,0000000085.png,0000000086.png,0000000087.png,stage5,512,14,14,16,1,0.1035,2,32,3,0.14097441732883453,0.1014474555850029,0.039526961743831635,0.2803839445114136,0.0929354652762413,0.6326530575752258,0.6326530575752258,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,86,86,87,88,0000000086.png,0000000087.png,0000000088.png,stage5,512,14,14,16,1,0.1035,2,32,3,0.13299068808555603,0.0978667363524437,0.035123951733112335,0.2641083598136902,0.08739808201789856,0.5969387888908386,0.5969387888908386,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,87,87,88,89,0000000087.png,0000000088.png,0000000089.png,stage5,512,14,14,16,1,0.1035,2,32,3,0.15787795186042786,0.10217607766389847,0.05570187419652939,0.35281604528427124,0.09390110522508621,0.7244898080825806,0.7397959232330322,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,84,84,85,88,0000000084.png,0000000085.png,0000000088.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.3699432611465454,0.22061455249786377,0.14932870864868164,0.40365299582481384,0.22061455249786377,0.8163264989852905,0.8480265140533447,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,85,85,86,89,0000000085.png,0000000086.png,0000000089.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.4025798738002777,0.24274682998657227,0.15983304381370544,0.39702194929122925,0.24274681508541107,0.8775510191917419,0.9451777338981628,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,86,86,87,90,0000000086.png,0000000087.png,0000000090.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.40790626406669617,0.2519555985927582,0.155950665473938,0.3823198676109314,0.2519555985927582,0.8520408272743225,0.8985341787338257,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,87,87,88,91,0000000087.png,0000000088.png,0000000091.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.45928266644477844,0.28529396653175354,0.1739886999130249,0.3788270652294159,0.28529396653175354,0.8877550959587097,0.9617217779159546,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,84,84,85,88,0000000084.png,0000000085.png,0000000088.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.3699432611465454,0.2361944168806076,0.1337488442659378,0.3615387976169586,0.22127965092658997,0.8214285373687744,0.8256552219390869,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,85,85,86,89,0000000085.png,0000000086.png,0000000089.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.4025798738002777,0.26291289925575256,0.13966697454452515,0.3469298481941223,0.2468620389699936,0.8367346525192261,0.8409613370895386,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,86,86,87,90,0000000086.png,0000000087.png,0000000090.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.40790626406669617,0.2698543965816498,0.1380518674850464,0.3384401798248291,0.2528439462184906,0.8724489808082581,0.8745623230934143,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,87,87,88,91,0000000087.png,0000000088.png,0000000091.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.45928266644477844,0.30954793095588684,0.1497347354888916,0.32601869106292725,0.29011374711990356,0.8775510191917419,0.8944577574729919,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,84,84,85,88,0000000084.png,0000000085.png,0000000088.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.3699432611465454,0.140962615609169,0.2289806455373764,0.61896151304245,0.140962615609169,0.8571428656578064,1.5003738403320312,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,85,85,86,89,0000000085.png,0000000086.png,0000000089.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.4025798738002777,0.14994016289710999,0.2526397109031677,0.627551794052124,0.14994016289710999,0.8775510191917419,1.5760737657546997,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,86,86,87,90,0000000086.png,0000000087.png,0000000090.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.40790626406669617,0.16010497510433197,0.2478012889623642,0.6074956655502319,0.16010497510433197,0.8928571343421936,1.576620101928711,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,87,87,88,91,0000000087.png,0000000088.png,0000000091.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.45928266644477844,0.18486884236335754,0.2744138240814209,0.5974835157394409,0.18486882746219635,0.918367326259613,1.6256389617919922,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,84,84,85,88,0000000084.png,0000000085.png,0000000088.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.3699432611465454,0.1548583209514618,0.21508494019508362,0.5813997983932495,0.1473877727985382,0.8316326141357422,1.4756942987442017,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,85,85,86,89,0000000085.png,0000000086.png,0000000089.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.4025798738002777,0.16612741351127625,0.23645246028900146,0.5873429775238037,0.15880411863327026,0.8622449040412903,1.5690643787384033,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,86,86,87,90,0000000086.png,0000000087.png,0000000090.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.40790626406669617,0.1693463921546936,0.23855987191200256,0.584839940071106,0.16080017387866974,0.8826530575752258,1.5777350664138794,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,87,87,88,91,0000000087.png,0000000088.png,0000000091.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.45928266644477844,0.19625620543956757,0.26302647590637207,0.5726897716522217,0.1807941049337387,0.8826530575752258,1.6095516681671143,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,88,88,89,90,0000000088.png,0000000089.png,0000000090.png,stage5,512,14,14,16,1,0.1035,1,16,1,0.14930076897144318,0.10431862622499466,0.04498214274644852,0.30128541588783264,0.10431863367557526,0.6122449040412903,0.618584930896759,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,89,89,90,91,0000000089.png,0000000090.png,0000000091.png,stage5,512,14,14,16,1,0.1035,1,16,1,0.17149578034877777,0.1054440587759018,0.06605172157287598,0.3851507008075714,0.1054440513253212,0.6020408272743225,0.6020408272743225,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,90,90,91,92,0000000090.png,0000000091.png,0000000092.png,stage5,512,14,14,16,1,0.1035,1,16,1,0.1668749451637268,0.10243339836597443,0.06444154679775238,0.38616669178009033,0.10243339836597443,0.668367326259613,0.6704806685447693,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,91,91,92,93,0000000091.png,0000000092.png,0000000093.png,stage5,512,14,14,16,1,0.1035,1,16,1,0.16658855974674225,0.09778548777103424,0.06880307197570801,0.41301199793815613,0.09778548777103424,0.5816326141357422,0.5921992659568787,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,88,88,89,90,0000000088.png,0000000089.png,0000000090.png,stage5,512,14,14,16,1,0.1035,1,16,3,0.14930076897144318,0.11115724593400955,0.038143523037433624,0.255481094121933,0.10142558813095093,0.6530612111091614,0.6530612111091614,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,89,89,90,91,0000000089.png,0000000090.png,0000000091.png,stage5,512,14,14,16,1,0.1035,1,16,3,0.17149578034877777,0.11285372823476791,0.05864205211400986,0.3419445753097534,0.09966039657592773,0.5408163070678711,0.5408163070678711,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,90,90,91,92,0000000090.png,0000000091.png,0000000092.png,stage5,512,14,14,16,1,0.1035,1,16,3,0.1668749451637268,0.10956094413995743,0.05731400102376938,0.3434548079967499,0.09906312823295593,0.668367326259613,0.668367326259613,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,91,91,92,93,0000000091.png,0000000092.png,0000000093.png,stage5,512,14,14,16,1,0.1035,1,16,3,0.16658855974674225,0.10334291309118271,0.06324564665555954,0.379651814699173,0.09639736264944077,0.5306122303009033,0.5306122303009033,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,88,88,89,90,0000000088.png,0000000089.png,0000000090.png,stage5,512,14,14,16,1,0.1035,2,32,1,0.14930076897144318,0.10317441076040268,0.0461263582110405,0.30894923210144043,0.10317441821098328,0.6224489808082581,0.6707761883735657,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,89,89,90,91,0000000089.png,0000000090.png,0000000091.png,stage5,512,14,14,16,1,0.1035,2,32,1,0.17149578034877777,0.1051163449883461,0.06637943536043167,0.38706162571907043,0.1051163524389267,0.6122449040412903,0.6377550959587097,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,90,90,91,92,0000000090.png,0000000091.png,0000000092.png,stage5,512,14,14,16,1,0.1035,2,32,1,0.1668749451637268,0.10174473375082016,0.06513021141290665,0.39029353857040405,0.10174473375082016,0.6734693646430969,0.7125014066696167,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,91,91,92,93,0000000091.png,0000000092.png,0000000093.png,stage5,512,14,14,16,1,0.1035,2,32,1,0.16658855974674225,0.09480246156454086,0.07178609818220139,0.43091854453086853,0.09480246156454086,0.5816326141357422,0.6321067214012146,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,88,88,89,90,0000000088.png,0000000089.png,0000000090.png,stage5,512,14,14,16,1,0.1035,2,32,3,0.14930076897144318,0.11087056994438171,0.03843019902706146,0.2574011981487274,0.10132966190576553,0.6530612111091614,0.6632652878761292,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,89,89,90,91,0000000089.png,0000000090.png,0000000091.png,stage5,512,14,14,16,1,0.1035,2,32,3,0.17149578034877777,0.11285372823476791,0.05864205211400986,0.3419445753097534,0.09966039657592773,0.5408163070678711,0.5408163070678711,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,90,90,91,92,0000000090.png,0000000091.png,0000000092.png,stage5,512,14,14,16,1,0.1035,2,32,3,0.1668749451637268,0.10956094413995743,0.05731400102376938,0.3434548079967499,0.09906312823295593,0.668367326259613,0.668367326259613,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,91,91,92,93,0000000091.png,0000000092.png,0000000093.png,stage5,512,14,14,16,1,0.1035,2,32,3,0.16658855974674225,0.1009230986237526,0.06566546112298965,0.39417749643325806,0.09395559877157211,0.5306122303009033,0.5561224222183228,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,88,88,89,92,0000000088.png,0000000089.png,0000000092.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.42700880765914917,0.2542468011379242,0.17276200652122498,0.404586523771286,0.2542468309402466,0.8928571343421936,0.9351238012313843,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,89,89,90,93,0000000089.png,0000000090.png,0000000093.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.4522635042667389,0.2584651708602905,0.19379833340644836,0.42850756645202637,0.2584651708602905,0.8571428656578064,0.9205428957939148,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,90,90,91,94,0000000090.png,0000000091.png,0000000094.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.4754287898540497,0.2553865909576416,0.22004219889640808,0.46282893419265747,0.2553865909576416,0.8571428656578064,0.9163162708282471,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,91,91,92,95,0000000091.png,0000000092.png,0000000095.png,stage5,512,14,14,16,3,0.3105,1,16,1,0.44613921642303467,0.24931296706199646,0.1968262493610382,0.44117674231529236,0.24931296706199646,0.8979591727256775,0.9846059083938599,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,88,88,89,92,0000000088.png,0000000089.png,0000000092.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.42700880765914917,0.28295743465423584,0.14405137300491333,0.33734989166259766,0.256864994764328,0.84183669090271,0.850290060043335,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,89,89,90,93,0000000089.png,0000000090.png,0000000093.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.4522635042667389,0.27576160430908203,0.17650189995765686,0.3902634084224701,0.264446496963501,0.8469387292861938,0.8722987174987793,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,90,90,91,94,0000000090.png,0000000091.png,0000000094.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.4754287898540497,0.277133971452713,0.19829481840133667,0.41708627343177795,0.2710326015949249,0.8826530575752258,0.905899703502655,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,91,91,92,95,0000000091.png,0000000092.png,0000000095.png,stage5,512,14,14,16,3,0.3105,1,16,3,0.44613921642303467,0.2697121202945709,0.17642709612846375,0.39545300602912903,0.2605963945388794,0.8673469424247742,0.8800269961357117,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,88,88,89,92,0000000088.png,0000000089.png,0000000092.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.42700880765914917,0.16868700087070465,0.2583218216896057,0.6049566864967346,0.16868698596954346,0.9132652878761292,1.6469112634658813,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,89,89,90,93,0000000089.png,0000000090.png,0000000093.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.4522635042667389,0.1811898797750473,0.2710736393928528,0.5993710160255432,0.1811898797750473,0.8826530575752258,1.5248026847839355,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,90,90,91,94,0000000090.png,0000000091.png,0000000094.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.4754287898540497,0.17044596374034882,0.30498284101486206,0.6414900422096252,0.17044596374034882,0.8928571343421936,1.5529389381408691,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,91,91,92,95,0000000091.png,0000000092.png,0000000095.png,stage5,512,14,14,16,3,0.3105,2,32,1,0.44613921642303467,0.17094086110591888,0.2751983404159546,0.616844117641449,0.1709408462047577,0.9030612111091614,1.5557103157043457,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,88,88,89,92,0000000088.png,0000000089.png,0000000092.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.42700880765914917,0.17967277765274048,0.2473360300064087,0.5792293548583984,0.16160577535629272,0.8724489808082581,1.5765305757522583,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,89,89,90,93,0000000089.png,0000000090.png,0000000093.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.4522635042667389,0.19988830387592316,0.25237518548965454,0.5580268502235413,0.18461410701274872,0.8520408272743225,1.4712167978286743,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,90,90,91,94,0000000090.png,0000000091.png,0000000094.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.4754287898540497,0.1834382563829422,0.2919905185699463,0.6141624450683594,0.17918939888477325,0.8928571343421936,1.5015335083007812,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,91,91,92,95,0000000091.png,0000000092.png,0000000095.png,stage5,512,14,14,16,3,0.3105,2,32,3,0.44613921642303467,0.1844017207622528,0.26173749566078186,0.5866722464561462,0.1778724044561386,0.8724489808082581,1.4853185415267944,1.0,0.0
local_future_matching,False,train,2011_09_26/2011_09_26_drive_0005_sync,image_02,92,92,93,94,0000000092.png,0000000093.png,0000000094.png,stage5,512,14,14,16,1,0.1035,1,16,1,0.1336149275302887,0.09218289703130722,0.041432030498981476,0.31008535623550415,0.09218289703130722,0.6071428656578064,0.6113695502281189,1.0,0.0
