condition,stage_a,effective_frame_count,observation_mse,state_recovery,state_direction_cosine,continuous_feature_recovery,nohistory_feature_recovery,zeroerror_feature_recovery,restoration_direction_cosine,amplitude_ratio,temporal_feature_gain,error_contribution,early_hidden_rms,middle_hidden_rms,final_hidden_rms,hidden_growth_ratio,continuous_projection_scale,nohistory_direction_cosine,zeroerror_direction_cosine,prediction_error_rms,encoded_error_rms
Blur-Mid,NO-GO,710,0.00025763352334738746,-1.8967513256250093,0.0,0.058121187399394536,0.0735123004785937,0.05812118373993225,0.2510444898420656,0.18624091069323773,-0.01747298412538989,5.303320687920202e-09,0.2531270384788513,0.25038930773735046,0.25038930773735046,0.9891843607148685,0.04592940675383302,0.3613425045995645,0.25104446555946913,0.008308173467169031,0.001324395828718044
Blur-Max,NO-GO,710,0.0003495861514648554,-1.1725480735133766,0.0,0.06980481031864683,0.06772668535542514,0.06980480996687699,0.29192164796338954,0.1676025804554149,0.0002473182265725236,-8.497333197014691e-10,0.25333157181739807,0.250620037317276,0.250620037317276,0.9892964999164157,0.04826669227594221,0.37341488093977243,0.2919216180666232,0.008370877370815462,0.0013362612403948909
