condition,corruption,drive,frame_offset,phase,phase_frame_index,raw_frame_index,frame_name,layer,instantaneous_prediction_error_rms,dynamic_error_rms,next_frame_prediction_mse,representation_normalized_l2
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,24,baseline,24,24,0000000024.png,3,2.086663288396309,0.934363579942413,4.288456439971924,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,24,baseline,24,24,0000000024.png,4,2.847778559166339,1.59033692865106,7.745483875274658,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,24,baseline,24,24,0000000024.png,5,1.470553735704029,1.1173462453463268,2.105973243713379,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,25,baseline,25,25,0000000025.png,1,0.6264629980348382,0.259173247538649,0.44001421332359314,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,25,baseline,25,25,0000000025.png,2,1.1206560777813677,0.4169430079174211,1.4290809631347656,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,25,baseline,25,25,0000000025.png,3,2.070858938353474,0.9222331861417237,4.628635883331299,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,25,baseline,25,25,0000000025.png,4,2.7830709695264155,1.5949861556440175,8.162184715270996,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,25,baseline,25,25,0000000025.png,5,1.4511971853073071,1.1368978796693612,2.0999512672424316,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,26,baseline,26,26,0000000026.png,1,0.6633356861985138,0.25923970095939225,0.36466288566589355,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,26,baseline,26,26,0000000026.png,2,1.1954418029468468,0.4037988591852409,1.2739564180374146,0.0
temporal_only,gaussian_blur,2011_09_26/2011_09_26_drive_0011_sync,26,baseline,26,26,0000000026.png,3,2.1514264802716196,0.8859550878181739,4.352010726928711,0.0
