drive,corruption,condition,replicate,window_index,disturbance_start_index,disturbance_stop_index_exclusive,classification_label,mean_future_severity,instant_error_rms,simple_scalar_ema_error_rms,dynamic_error_state_rms,matched_tensor_ema_error_rms
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,3,4,32,40,0,0.75,1.0057708975785087,1.0025994156084415,0.28309390999630096,0.28309390999630096
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,3,5,40,48,0,0.5625,0.9538665059224078,0.9674769142851356,0.29495752661191765,0.29495752661191765
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,3,6,48,56,0,0.46875,1.0612588030963135,1.0125689432899152,0.3152965187862592,0.3152965187862592
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,3,7,56,64,0,0.78125,0.9877086900639706,1.0263849584071054,0.3193963069797214,0.3193963069797214
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,3,8,64,72,0,0.65625,0.866630305033474,0.9158090844906135,0.2822125072902395,0.2822125072902395
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,3,9,72,80,0,0.625,0.903181248896581,0.8997224596928438,0.27580675030937646,0.27580675030937646
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,0,0,0,8,1,0.25,0.8819887227110736,0.8961304158781553,0.2645043271984038,0.2645043271984038
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,0,1,8,16,1,0.25,0.9734591630393465,0.9490000654576154,0.27763342429487725,0.27763342429487725
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,0,2,16,24,1,0.375,0.8711844957529981,0.9043889115156332,0.27153191070862914,0.27153191070862914
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,0,3,24,32,1,0.5,0.8981660721194754,0.888226348339418,0.28318418911360854,0.28318418911360854
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,0,4,32,40,1,0.5,0.9540388831832933,0.9348883567515206,0.30436275115512673,0.30436275115512673
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,0,5,40,48,1,0.75,0.8351282304385704,0.878817887843691,0.29720175229227297,0.29720175229227297
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,0,6,48,56,1,0.75,0.9066996436417282,0.8763450926291695,0.31408803493505705,0.31408803493505705
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,0,7,56,64,1,0.875,0.8924681849067329,0.9115981841579103,0.3231792897358793,0.3231792897358793
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,0,8,64,72,1,1.0,0.7249851472340014,0.792593384586474,0.28588267381685667,0.28588267381685667
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,0,9,72,80,1,1.0,0.7386091048580951,0.7270858863102996,0.28590647029690774,0.28590647029690774
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,1,0,0,8,1,0.5,0.8846074230890875,0.8996205881796585,0.26430387290971546,0.26430387290971546
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,1,1,8,16,1,0.5,0.9719406120085492,0.9473384234136296,0.27782939952052094,0.27782939952052094
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,1,2,16,24,1,0.625,0.865843903608547,0.9004818654976698,0.2721670368856694,0.2721670368856694
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,1,3,24,32,1,0.75,0.8915258166931785,0.8825195544959306,0.28313263137815636,0.28313263137815636
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,1,4,32,40,1,0.75,0.9482051726720897,0.9282580483961225,0.30373442670772394,0.30373442670772394
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,1,5,40,48,1,1.0,0.8214730390066979,0.8687132919578754,0.2914763972088073,0.2914763972088073
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,1,6,48,56,1,1.0,0.8929410718856706,0.8631086492443718,0.3079692853473203,0.3079692853473203
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,1,7,56,64,1,0.625,0.9176785514368445,0.9163352757347165,0.32322821701134286,0.32322821701134286
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,1,8,64,72,1,0.25,0.7634054166521096,0.8289863394377905,0.293263792716155,0.293263792716155
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,1,9,72,80,1,0.25,0.7718607130979551,0.7600106051803223,0.29618799499854187,0.29618799499854187
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,2,0,0,8,1,0.75,0.8877051047195282,0.9038647388300123,0.26536305283935824,0.26536305283935824
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,2,1,8,16,1,0.75,0.9686520130115092,0.9448198172305382,0.2783840208141374,0.2783840208141374
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,2,2,16,24,1,0.875,0.8574138092781622,0.8937185247135098,0.27137194774985696,0.27137194774985696
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,2,3,24,32,1,1.0,0.8832905428495444,0.8746671955495274,0.2801422924986176,0.2801422924986176
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,2,4,32,40,1,1.0,0.9415987985332929,0.9208423533661823,0.29960968792515996,0.29960968792515996
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,2,5,40,48,1,0.25,0.8695207135560111,0.8970682719278013,0.29966453529859294,0.29966453529859294
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,2,6,48,56,1,0.25,0.9315755805007506,0.9004724753829314,0.318971158619728,0.318971158619728
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,2,7,56,64,1,0.375,0.925084829611587,0.9410909830104276,0.3339172522910498,0.3339172522910498
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,2,8,64,72,1,0.5,0.7500995986780655,0.8207052803344499,0.29305368432489415,0.29305368432489415
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,2,9,72,80,1,0.5,0.7603510196452654,0.7496495024126734,0.29466822508023155,0.29466822508023155
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,3,0,0,8,1,1.0,0.8920988532750005,0.9090285087045668,0.26593282934688545,0.26593282934688545
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,3,1,8,16,1,1.0,0.9638321334729465,0.9418704407247206,0.2768571016756777,0.2768571016756777
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,3,2,16,24,1,0.625,0.8795920003290982,0.9025434024343184,0.2731215084923345,0.2731215084923345
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,3,3,24,32,1,0.25,0.9027466423345125,0.8945760959188178,0.28239094337766335,0.28239094337766335
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,3,4,32,40,1,0.25,0.9602481481598989,0.9416420332683093,0.30307383912772734,0.30307383912772734
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,3,5,40,48,1,0.5,0.8497160318885001,0.8899835030261324,0.2997340102430369,0.2997340102430369
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,3,6,48,56,1,0.5,0.9198660728959899,0.889282397919357,0.3178075543544456,0.3178075543544456
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,3,7,56,64,1,0.625,0.9090309490505418,0.9270396430054076,0.3294744486796036,0.3294744486796036
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,3,8,64,72,1,0.75,0.7374899317487593,0.8065525995899584,0.29043443143643277,0.29043443143643277
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,persistent,3,9,72,80,1,0.75,0.7507223335225822,0.7390591924432038,0.2915336621418689,0.2915336621418689
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,0,0,0,8,0,0.59375,0.9758400569108868,0.9561597324506286,0.26560061377708943,0.26560061377708943
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,0,1,8,16,0,0.75,0.9866791951750691,0.9868436538736844,0.278435006762628,0.278435006762628
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,0,2,16,24,0,0.6875,0.9490701069589517,0.9579445114682533,0.2718900913502943,0.2718900913502943
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,0,3,24,32,0,0.5,0.9408466390798952,0.9399128447018388,0.2834394783528218,0.2834394783528218
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,0,4,32,40,0,0.625,1.0369776262960502,1.0005429410051327,0.30317957371987336,0.30317957371987336
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,0,5,40,48,0,0.6875,0.8682212085927127,0.9276729361833804,0.29586770319971917,0.29586770319971917
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,0,6,48,56,0,0.59375,0.9462457441087132,0.9188816317330625,0.3155029240802474,0.3155029240802474
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,0,7,56,64,0,0.53125,0.9599604594185082,0.9692153758620483,0.33011346717106116,0.33011346717106116
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,0,8,64,72,0,0.78125,0.7760346354128497,0.851183042102705,0.289485218800204,0.289485218800204
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,0,9,72,80,0,0.5,0.8037308178127381,0.7920760328656777,0.2921460912350162,0.2921460912350162
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,1,0,0,8,0,0.46875,0.9236245103725941,0.9172428847769771,0.26531548043193875,0.26531548043193875
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,1,1,8,16,0,0.75,1.0046175210809483,0.9914634886105504,0.2793075024802809,0.2793075024802809
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,1,2,16,24,0,0.5625,0.9423817970526602,0.9611187270267938,0.27243412327785826,0.27243412327785826
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,1,3,24,32,0,0.75,0.9180055369870949,0.9201925344221054,0.2824849736263578,0.2824849736263578
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,1,4,32,40,0,0.5,0.9873158433550201,0.964170457325247,0.3028629237523653,0.3028629237523653
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,1,5,40,48,0,0.6875,0.9026800029057198,0.9322847614136777,0.2958733793558098,0.2958733793558098
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,1,6,48,56,0,0.71875,0.9482189280807107,0.9274039097830725,0.3134677880950538,0.3134677880950538
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,1,7,56,64,0,0.65625,0.9447870836142345,0.9509405024020534,0.3258109454782401,0.3258109454782401
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,1,8,64,72,0,0.53125,0.8123450105049579,0.8678476086527354,0.2909413448300769,0.2909413448300769
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,1,9,72,80,0,0.625,0.806845823260693,0.8036680758859303,0.2920316553380886,0.2920316553380886
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,2,0,0,8,0,0.71875,0.9144037929593358,0.9146723863394862,0.26571471404280467,0.26571471404280467
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,2,1,8,16,0,0.5,1.0214088056102821,0.9871690062072871,0.27975391426593005,0.27975391426593005
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,2,2,16,24,0,0.5625,0.9301725636501914,0.9505356202522056,0.27221314354945025,0.27221314354945025
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,2,3,24,32,0,0.75,0.9447436892023989,0.941747902346884,0.2830538309135399,0.2830538309135399
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,2,4,32,40,0,0.625,1.0013191081067199,0.9914130456734517,0.3032709978313754,0.3032709978313754
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,2,5,40,48,0,0.5625,0.8962976074333142,0.9333306283178706,0.2975667722763704,0.2975667722763704
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,2,6,48,56,0,0.71875,0.9568427015986067,0.9265623374798525,0.3131871001366384,0.3131871001366384
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,2,7,56,64,0,0.53125,0.9637026418631625,0.9773831910988776,0.32752444641811407,0.32752444641811407
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,2,8,64,72,0,0.53125,0.771666301631637,0.8479557521539458,0.29253549491814124,0.29253549491814124
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,2,9,72,80,0,0.75,0.7958531212321651,0.7834963573030812,0.2915268378708651,0.2915268378708651
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,3,0,0,8,0,0.71875,0.9404873870177657,0.9344506106168489,0.26664798197520745,0.26664798197520745
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,3,1,8,16,0,0.5,0.9942519117956633,0.9798697022804413,0.27828467523701794,0.27828467523701794
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,3,2,16,24,0,0.6875,0.905659528354467,0.9308191635570993,0.2727747759395282,0.2727747759395282
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,3,3,24,32,0,0.5,0.948714485319942,0.9356694983360121,0.2833962455842328,0.2833962455842328
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,3,4,32,40,0,0.75,0.9830350359191826,0.9727831333896264,0.30350609348708246,0.30350609348708246
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,3,5,40,48,0,0.5625,0.8793188786160956,0.9156320669321635,0.29839262605649725,0.29839262605649725
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,3,6,48,56,0,0.46875,0.9779178087433007,0.9344618673296698,0.31713665825928444,0.31713665825928444
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,3,7,56,64,0,0.78125,0.9231810088814743,0.9569968574402212,0.32394131979407864,0.32394131979407864
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,3,8,64,72,0,0.65625,0.7881941656907172,0.844013984713087,0.2893275661251462,0.2893275661251462
2011_09_26/2011_09_26_drive_0011_sync,rgb_bias_domain_proxy,shuffled,3,9,72,80,0,0.625,0.8213739803269235,0.8073068458081788,0.29065575377715347,0.29065575377715347
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,0,0,0,8,1,0.25,0.9031828521489703,0.9328344135777704,0.32721643210227314,0.32721643210227314
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,0,1,8,16,1,0.25,0.902663188212617,0.9084237944460235,0.3355107355883666,0.3355107355883666
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,0,2,16,24,1,0.375,0.8721828440435991,0.9003198771715198,0.3166768614842457,0.3166768614842457
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,0,3,24,32,1,0.5,0.6590422643322382,0.74202618130052,0.2860455261194459,0.2860455261194459
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,0,4,32,40,1,0.5,0.6892356682522145,0.6915281917069728,0.289240484566556,0.289240484566556
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,0,5,40,48,1,0.75,0.6396831917988186,0.6573641257963254,0.2608825315622821,0.2608825315622821
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,0,6,48,56,1,0.75,0.6570476013493165,0.6551020611372157,0.26010352739667103,0.26010352739667103
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,0,7,56,64,1,0.875,0.6101717475983006,0.6295118300008569,0.2674038105018004,0.2674038105018004
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,0,8,64,72,1,1.0,0.6281338617961856,0.6208993732217729,0.27839674902823447,0.27839674902823447
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,0,9,72,80,1,1.0,0.6389915793791154,0.6312355356141416,0.2869721672467237,0.2869721672467237
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,1,0,0,8,1,0.5,0.7787315087334513,0.8774840602128887,0.2936942679545761,0.2936942679545761
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,1,1,8,16,1,0.5,0.7326876732892235,0.7497295841513748,0.30065272152580746,0.30065272152580746
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,1,2,16,24,1,0.625,0.7135214709805419,0.7305255545039355,0.2909701878001966,0.2909701878001966
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,1,3,24,32,1,0.75,0.5815920056951438,0.6362833481635769,0.27826508417365337,0.27826508417365337
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,1,4,32,40,1,0.75,0.611394708362735,0.6108894759933361,0.28345072459217074,0.28345072459217074
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,1,5,40,48,1,1.0,0.5841800939644681,0.5903219535808576,0.26203066580979995,0.26203066580979995
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,1,6,48,56,1,1.0,0.6007321314607128,0.5986499567176735,0.2542471834609133,0.2542471834609133
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,1,7,56,64,1,0.625,0.8077666318872517,0.6897605314780646,0.3027270136104543,0.3027270136104543
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,1,8,64,72,1,0.25,1.0055473256242322,0.9452357717955593,0.3633541252723507,0.3633541252723507
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,1,9,72,80,1,0.25,0.9799303703954529,0.969899808163929,0.36113684804999774,0.36113684804999774
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,2,0,0,8,1,0.75,0.7240831407160521,0.8526784788997193,0.283391048760569,0.283391048760569
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,2,1,8,16,1,0.75,0.6399910959613524,0.6704714290840728,0.29219312345400295,0.29219312345400295
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,2,2,16,24,1,0.875,0.6370425619121067,0.6454407748365106,0.2886457450007705,0.2886457450007705
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,2,3,24,32,1,1.0,0.5435849407432963,0.5845744476289335,0.2778953746869655,0.2778953746869655
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,2,4,32,40,1,1.0,0.5770228221303064,0.5722547866192073,0.2822113656809872,0.2822113656809872
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,2,5,40,48,1,0.25,0.9542067854978835,0.8017290195373059,0.3257308506898875,0.3257308506898875
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,2,6,48,56,1,0.25,0.9954630185359016,0.9572447951205317,0.33644034489164054,0.33644034489164054
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,2,7,56,64,1,0.375,0.8572521827558137,0.9151875531141225,0.31236960655220314,0.31236960655220314
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,2,8,64,72,1,0.5,0.8101770062429804,0.8273604353923532,0.3202378971519692,0.3202378971519692
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,2,9,72,80,1,0.5,0.7953117290482591,0.7995848075979851,0.32385391251615603,0.32385391251615603
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,3,0,0,8,1,1.0,0.6935922119499586,0.837716106129057,0.27584549818158627,0.27584549818158627
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,3,1,8,16,1,1.0,0.594221522889525,0.6303506901255724,0.28339105001842424,0.28339105001842424
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,3,2,16,24,1,0.625,0.8447328782639977,0.7136613292412654,0.322010337918729,0.322010337918729
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,3,3,24,32,1,0.25,0.8169619278158871,0.8532265175490567,0.32573430607072035,0.32573430607072035
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,3,4,32,40,1,0.25,0.8356406050839198,0.83203940242567,0.31910906758159946,0.31910906758159946
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,3,5,40,48,1,0.5,0.7457919400173381,0.7775548626763692,0.27637811716896865,0.27637811716896865
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,3,6,48,56,1,0.5,0.7816286952098573,0.7747125394275458,0.2850188699147623,0.2850188699147623
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,3,7,56,64,1,0.625,0.6978200783813907,0.7342646797426101,0.28266878086563757,0.28266878086563757
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,3,8,64,72,1,0.75,0.6928275850205262,0.6951560209923311,0.29417637044052813,0.29417637044052813
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,persistent,3,9,72,80,1,0.75,0.6942692829657064,0.690789239386154,0.300757914645035,0.300757914645035
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,0,0,0,8,0,0.59375,1.0745686920925692,1.0596884295633673,0.2954419119523811,0.2954419119523811
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,0,1,8,16,0,0.75,0.714366524995501,0.8352844909354573,0.2843976684941985,0.2843976684941985
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,0,2,16,24,0,0.6875,0.983689964344153,0.8948775599124748,0.2959561036486718,0.2959561036486718
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,0,3,24,32,0,0.5,0.8938929199842921,0.9090643327454719,0.29177069308205744,0.29177069308205744
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,0,4,32,40,0,0.625,1.0763481628669558,1.0071954690669755,0.2876664005455891,0.2876664005455891
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,0,5,40,48,0,0.6875,0.8310044399335902,0.8919782172148584,0.2735154679702554,0.2735154679702554
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,0,6,48,56,0,0.59375,0.9167502604674459,0.9141394130340481,0.2802237751965399,0.2802237751965399
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,0,7,56,64,0,0.53125,1.0054029951500245,0.9862031826357193,0.29489504214596396,0.29489504214596396
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,0,8,64,72,0,0.78125,0.8476747357328099,0.9093167518635855,0.2898205882942348,0.2898205882942348
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,0,9,72,80,0,0.5,1.0224928465085148,0.9811435668918539,0.3227199060672768,0.3227199060672768
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,1,0,0,8,0,0.46875,0.9613813852647811,0.9643321386676935,0.29794939944647425,0.29794939944647425
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,1,1,8,16,0,0.75,0.8094377580246409,0.9152354861452581,0.28993143475222455,0.28993143475222455
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,1,2,16,24,0,0.5625,1.0484396998536647,0.9569203398422903,0.3041192050280951,0.3041192050280951
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,1,3,24,32,0,0.75,0.6970554992096112,0.797831527353656,0.27315510433732004,0.27315510433732004
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,1,4,32,40,0,0.5,0.9417763731862676,0.8616734729599508,0.29617294322525856,0.29617294322525856
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,1,5,40,48,0,0.6875,0.9540114677072785,0.9358220992778753,0.27367288015261587,0.27367288015261587
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,1,6,48,56,0,0.71875,0.8831729637309704,0.9240822084759954,0.2666207367271905,0.2666207367271905
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,1,7,56,64,0,0.65625,0.8843377534316974,0.8439284580314619,0.28292290678290427,0.28292290678290427
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,1,8,64,72,0,0.53125,1.0839348234612745,1.0163750021563753,0.3241358561607933,0.3241358561607933
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,1,9,72,80,0,0.625,0.9578734418331379,1.0091334815431823,0.3065440967395805,0.3065440967395805
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,2,0,0,8,0,0.71875,0.8056805494723255,0.8924972882391611,0.2808097822912444,0.2808097822912444
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,2,1,8,16,0,0.5,0.9707957570743818,0.8919562427810921,0.3092375163674066,0.3092375163674066
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,2,2,16,24,0,0.5625,0.9574532940810403,0.954422249442354,0.2957126415479365,0.2957126415479365
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,2,3,24,32,0,0.75,0.8568235024902144,0.8701656065456113,0.2830287445472255,0.2830287445472255
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,2,4,32,40,0,0.625,0.9192043663912444,0.9513370495825301,0.2828082351511506,0.2828082351511506
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,2,5,40,48,0,0.5625,0.9908601330119139,0.9621440883723461,0.2842400781807867,0.2842400781807867
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,2,6,48,56,0,0.71875,0.9657754784182265,0.9510687217862879,0.27211672656596897,0.27211672656596897
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,2,7,56,64,0,0.53125,1.0097120344638524,0.9945325460651215,0.2950113293581863,0.2950113293581863
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,2,8,64,72,0,0.53125,0.9211914664702635,0.9525373236631747,0.31789804090965373,0.31789804090965373
2011_09_26/2011_09_26_drive_0039_sync,gaussian_blur,shuffled,2,9,72,80,0,0.75,0.8973681086261031,0.9240214102354847,0.29715615218979075,0.29715615218979075
