drive,corruption,condition,replicate,stream_index,sample_index,current_raw_frame_index,future_raw_frame_index,current_frame_name,future_frame_name,phase,disturbance_index,classification_included,classification_label,current_severity,future_severity,future_feature_stage,error_definition,dynamic_error_definition,temporal_error_state_update_index,dynamic_formula_max_abs,instant_error_rms,simple_scalar_ema_error_rms,matched_tensor_ema_error_rms,dynamic_error_state_rms,dynamic_minus_matched_tensor_ema_max_abs
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,119,119,119,120,0000000119.png,0000000120.png,disturbance,79,True,1,1.0,1.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),120,0.0,0.7896630296436875,0.7910557929358648,0.26205421413093083,0.26205421413093083,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,120,120,120,121,0000000120.png,0000000121.png,recovery,,False,0,1.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),121,0.0,1.3169043982238344,0.8999064542304746,0.32132964182318774,0.32132964182318774,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,121,121,121,122,0000000121.png,0000000122.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),122,0.0,0.8011404952920985,0.8794619007302307,0.3176628872412072,0.3176628872412072,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,122,122,122,123,0000000122.png,0000000123.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),123,0.0,0.7779604894931572,0.8584511086041564,0.3059370022770668,0.3059370022770668,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,123,123,123,124,0000000123.png,0000000124.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),124,0.0,0.7865463780178186,0.8435668293727845,0.298610333631425,0.298610333631425,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,124,124,124,125,0000000124.png,0000000125.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),125,0.0,0.6823782004501275,0.8102007831857946,0.2899650839018747,0.2899650839018747,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,125,125,125,126,0000000125.png,0000000126.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),126,0.0,0.6591573753819349,0.7789347977703956,0.28846640598029527,0.28846640598029527,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,126,126,126,127,0000000126.png,0000000127.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),127,0.0,0.6407149647136359,0.7503232923276464,0.28854435800107436,0.28854435800107436,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,127,127,127,128,0000000127.png,0000000128.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),128,0.0,0.6330252160372625,0.726042590535537,0.28713025127469777,0.28713025127469777,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,128,128,128,129,0000000128.png,0000000129.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),129,0.0,0.6450897109312654,0.7092853444574527,0.2859956458125416,0.2859956458125416,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,129,129,129,130,0000000129.png,0000000130.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),130,0.0,0.6465719111897524,0.6963036637710388,0.2857745795621191,0.2857745795621191,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,130,130,130,131,0000000130.png,0000000131.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),131,0.0,0.6265930377624552,0.681873564187262,0.28567657290992354,0.28567657290992354,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,131,131,131,132,0000000131.png,0000000132.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),132,0.0,0.6556420916574113,0.6764436493735829,0.2875846639655085,0.2875846639655085,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,132,132,132,133,0000000132.png,0000000133.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),133,0.0,0.6860584404411635,0.6784339111245722,0.28944508262097357,0.28944508262097357,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,133,133,133,134,0000000133.png,0000000134.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),134,0.0,0.7545528110023328,0.6941905233992687,0.2935028802025281,0.2935028802025281,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,134,134,134,135,0000000134.png,0000000135.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),135,0.0,0.7299093868898493,0.7015843281418189,0.2939914401034415,0.2939914401034415,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,135,135,135,136,0000000135.png,0000000136.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),136,0.0,0.8551036456235033,0.7333628268605276,0.30145183963983063,0.30145183963983063,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,136,136,136,137,0000000136.png,0000000137.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),137,0.0,0.9001095678603509,0.7678794022474911,0.30009735683397676,0.30009735683397676,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,137,137,137,138,0000000137.png,0000000138.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),138,0.0,0.8608580190867896,0.7871259759332259,0.3009463884896838,0.3009463884896838,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,138,138,138,139,0000000138.png,0000000139.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),139,0.0,0.8261991095055846,0.7952141145827041,0.29024894903667925,0.29024894903667925,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,139,139,139,140,0000000139.png,0000000140.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),140,0.0,0.8715357663994604,0.8110126965087726,0.2858621795133065,0.2858621795133065,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,140,140,140,141,0000000140.png,0000000141.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),141,0.0,0.873491485510534,0.8239458058321372,0.2862266412724413,0.2862266412724413,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,141,141,141,142,0000000141.png,0000000142.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),142,0.0,0.8560817037989156,0.8305979367112604,0.28839211438524986,0.28839211438524986,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,142,142,142,143,0000000142.png,0000000143.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),143,0.0,0.850318910573889,0.8346801783008245,0.2837443999859587,0.2837443999859587,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,143,143,143,144,0000000143.png,0000000144.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),144,0.0,0.800701118739921,0.8276465129717174,0.2792768938079759,0.2792768938079759,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,144,144,144,145,0000000144.png,0000000145.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),145,0.0,0.7506250717201167,0.8117030746326361,0.26682164815829157,0.26682164815829157,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,145,145,145,146,0000000145.png,0000000146.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),146,0.0,0.7085217945109145,0.7903445496474398,0.2677482287048249,0.2677482287048249,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,146,146,146,147,0000000146.png,0000000147.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),147,0.0,0.7056322746814145,0.7728091087294726,0.2586083987140787,0.2586083987140787,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,147,147,147,148,0000000147.png,0000000148.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),148,0.0,0.7182709714707181,0.7615197143169105,0.26042599025566243,0.26042599025566243,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,148,148,148,149,0000000148.png,0000000149.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),149,0.0,0.7315855413863368,0.7553233405202817,0.259638145544671,0.259638145544671,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,149,149,149,150,0000000149.png,0000000150.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),150,0.0,0.7135991586138165,0.7466864348656435,0.26059452976522307,0.26059452976522307,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,150,150,150,151,0000000150.png,0000000151.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),151,0.0,0.7419306662033262,0.7457019907525438,0.26417609147328025,0.26417609147328025,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,151,151,151,152,0000000151.png,0000000152.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),152,0.0,0.8337224330090811,0.7639222222996471,0.2739638711758812,0.2739638711758812,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,152,152,152,153,0000000152.png,0000000153.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),153,0.0,0.9147612680313013,0.7951459047660996,0.28545292353697344,0.28545292353697344,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,153,153,153,154,0000000153.png,0000000154.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),154,0.0,0.9765008525463783,0.8326863789566173,0.2981004644290169,0.2981004644290169,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,154,154,154,155,0000000154.png,0000000155.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),155,0.0,0.9708655545750257,0.8612894683096278,0.2984823582674006,0.2984823582674006,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,155,155,155,156,0000000155.png,0000000156.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),156,0.0,0.982682908191372,0.8864179103651488,0.30015403200647617,0.30015403200647617,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,156,156,156,157,0000000156.png,0000000157.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),157,0.0,0.9900691329052854,0.9078737134309571,0.3088911048367905,0.3088911048367905,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,157,157,157,158,0000000157.png,0000000158.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),158,0.0,0.9715215352999829,0.9210488125578455,0.31146527886487374,0.31146527886487374,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,158,158,158,159,0000000158.png,0000000159.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),159,0.0,0.9671852025511637,0.9305990452864624,0.31020152484594643,0.31020152484594643,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,persistent,0,159,159,159,160,0000000159.png,0000000160.png,recovery,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),160,0.0,0.8905960881409226,0.9223184331573356,0.3055983402661495,0.3055983402661495,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,0,0,0,1,0000000000.png,0000000001.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),1,0.0,1.0407224890146893,0.21542955522604068,0.21542956506997138,0.21542956506997138,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,1,1,1,2,0000000001.png,0000000002.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),2,0.0,0.9937708078761073,0.37654619452460447,0.25700694725836504,0.25700694725836504,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,2,2,2,3,0000000002.png,0000000003.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),3,0.0,1.1033261296785264,0.5269896411014663,0.27936945152320086,0.27936945152320086,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,3,3,3,4,0000000003.png,0000000004.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),4,0.0,1.1096771795791438,0.6476059615663455,0.28345657057360996,0.28345657057360996,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,4,4,4,5,0000000004.png,0000000005.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),5,0.0,1.0764858113340272,0.7363840904682557,0.2753104370464234,0.2753104370464234,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,5,5,5,6,0000000005.png,0000000006.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),6,0.0,1.0725854837811322,0.8059777788840211,0.2806491526636612,0.2806491526636612,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,6,6,6,7,0000000006.png,0000000007.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),7,0.0,1.047465030022713,0.8559656398697304,0.27913562414652704,0.27913562414652704,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,7,7,7,8,0000000007.png,0000000008.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),8,0.0,1.0817174353144545,0.9026962615267883,0.286350922242943,0.286350922242943,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,8,8,8,9,0000000008.png,0000000009.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),9,0.0,1.0331397803346065,0.9296980699200067,0.28338412058741347,0.28338412058741347,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,9,9,9,10,0000000009.png,0000000010.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),10,0.0,0.9719353880933829,0.9384411947818956,0.27432269818758565,0.27432269818758565,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,10,10,10,11,0000000010.png,0000000011.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),11,0.0,0.9618126210589354,0.9432790800212428,0.2783721875484175,0.2783721875484175,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,11,11,11,12,0000000011.png,0000000012.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),12,0.0,0.9723445898582954,0.9492956405575127,0.2824026832021848,0.2824026832021848,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,12,12,12,13,0000000012.png,0000000013.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),13,0.0,1.0050559974366595,0.9608380344314962,0.27993392317936056,0.27993392317936056,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,13,13,13,14,0000000013.png,0000000014.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),14,0.0,1.017749266775753,0.9726186595267574,0.27956705430208134,0.27956705430208134,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,14,14,14,15,0000000014.png,0000000015.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),15,0.0,1.0247640966305274,0.9834127650072378,0.27520565828432975,0.27520565828432975,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,15,15,15,16,0000000015.png,0000000016.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),16,0.0,0.9626781546452337,0.979120700662303,0.2594422213070335,0.2594422213070335,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,16,16,16,17,0000000016.png,0000000017.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),17,0.0,0.9179455368678188,0.9664574417568448,0.25391332176337306,0.25391332176337306,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,17,17,17,18,0000000017.png,0000000018.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),18,0.0,0.9345257946799763,0.959847590811933,0.2577341567562089,0.2577341567562089,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,18,18,18,19,0000000018.png,0000000019.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),19,0.0,0.9472604023897588,0.957242042808543,0.25630800939689685,0.25630800939689685,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,19,19,19,20,0000000019.png,0000000020.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),20,0.0,0.939468447110222,0.9535629084989906,0.2550015227889425,0.2550015227889425,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,20,20,20,21,0000000020.png,0000000021.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),21,0.0,0.8418976265430355,0.9304481951341079,0.24493125307420463,0.24493125307420463,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,21,21,21,22,0000000021.png,0000000022.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),22,0.0,0.8517024423944708,0.914147824317003,0.25011655951294054,0.25011655951294054,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,22,22,22,23,0000000022.png,0000000023.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),23,0.0,0.8403365707496504,0.898868894828561,0.2568574903604544,0.2568574903604544,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,23,23,23,24,0000000023.png,0000000024.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),24,0.0,0.8740105825150152,0.8937232241796571,0.2546385840967161,0.2546385840967161,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,24,24,24,25,0000000024.png,0000000025.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),25,0.0,0.8029114465258415,0.8749251862053172,0.24960236666396798,0.24960236666396798,0.0
2011_09_26/2011_09_26_drive_0011_sync,iid_gaussian_noise,shuffled,0,25,25,25,26,0000000025.png,0000000026.png,baseline,,False,0,0.0,0.0,4,e_t=Fhat_t_stage4-F_t_stage4,epsilon_t=(Ts_e/tau_e)*e_t+(1-K_e*Ts_e/tau_e)*epsilon_(t-1),26,0.0,0.8546620576129702,0.8707307185867014,0.2507910878043321,0.2507910878043321,0.0
