sequence,condition,frame,prediction_error_rms,encoded_error_rms,semantic_candidate_rms,semantic_update_gain_mean,semantic_update_gain_std,semantic_hidden_rms,semantic_state_mse_to_clean,state_recovery,state_direction_cosine,semantic_discrepancy_rms,restoration_delta_rms,oracle_residual_rms,restoration_direction_cosine,projection_scale_alpha,amplitude_ratio,feature_recovery,continuous_feature_recovery,nohistory_feature_recovery,zeroerror_feature_recovery,temporal_feature_gain,error_contribution
0002,Blur-Mid,23,0.015468355268239975,0.0024588790256530046,0.25816670060157776,0.34063464403152466,0.4364989697933197,0.25417378544807434,0.00040923277265392244,-0.9169092147929863,0.3512918949127197,0.020035546272993088,0.003172077937051654,0.014611151069402695,0.396614134311676,0.0861048474907875,0.21709979740708607,0.1250773995496307,0.1250773995496307,0.03937950031859572,0.1250773995496307,0.08569789923103499,0.0
0002,Blur-Max,23,0.018328985199332237,0.002906452165916562,0.25913143157958984,0.3412574529647827,0.43762800097465515,0.25457921624183655,0.0004371212562546134,-0.38787112551074787,0.41855013370513916,0.020744897425174713,0.0033378007356077433,0.01774705946445465,0.41820645332336426,0.07865472882986069,0.18807626932748944,0.1219367839851826,0.1219367839851826,0.030445824652615694,0.12193650676897305,0.0914909593325669,2.7721620954324067e-07
0002,Blur-Mid,24,0.009396553970873356,0.0015232014702633023,0.25862088799476624,0.34155604243278503,0.43816354870796204,0.2545400857925415,0.0004253899387549609,-1.2151521250402753,0.32339349389076233,0.020401211455464363,0.003193590324372053,0.013857721351087093,0.373002290725708,0.08596048504114151,0.23045566031110348,0.11881111591704674,0.11881111591704674,0.03813371035848201,0.11881119169388821,0.08067740555856473,-7.577684146831132e-08
0002,Blur-Max,24,0.009826408699154854,0.0015893543604761362,0.2599031329154968,0.3424341082572937,0.43970614671707153,0.255102276802063,0.0004559128428809345,-0.5772370673484795,0.38753750920295715,0.02108938992023468,0.0033846436999738216,0.01700170338153839,0.4009120464324951,0.07981225103139877,0.19907674096050273,0.11999290371260274,0.11999290371260274,0.03094104141038112,0.11999310508284677,0.08905186230222162,-2.0137024403510395e-07
0002,Blur-Mid,25,0.010760593228042126,0.0017351286951452494,0.25818341970443726,0.34132784605026245,0.4377639889717102,0.2545018494129181,0.00043642756645567715,-1.1968009746151487,0.30221185088157654,0.020256726071238518,0.0031425722409039736,0.014094858430325985,0.3779609799385071,0.08426972478628159,0.2229587658817863,0.1188286862780229,0.1188286862780229,0.045597040409289136,0.11882875952651584,0.07323164586873376,-7.324849293777191e-08
0002,Blur-Max,25,0.010887864045798779,0.0017565948655828834,0.2596375644207001,0.34218594431877136,0.4392835795879364,0.25513574481010437,0.0004717936972156167,-0.5150759360092025,0.3827717900276184,0.02110794186592102,0.0033801270183175802,0.017646512016654015,0.4189072847366333,0.08024021983146667,0.19154646624372923,0.12379041050222339,0.12379041050222339,0.03600676324285368,0.12379041050222339,0.08778364725936971,0.0
0002,Blur-Mid,26,0.009839974343776703,0.0015849946066737175,0.2567841708660126,0.3410869240760803,0.43732693791389465,0.2540760338306427,0.00044894107850268483,-1.4391170191268037,0.23910169303417206,0.019839176908135414,0.002961685648187995,0.013566829264163971,0.3485753834247589,0.07609520852565765,0.21830345105109591,0.10453401798231365,0.10453401798231365,0.0475203717015269,0.1045340970435219,0.057013646280786756,-7.906120824685559e-08
0002,Blur-Max,26,0.009883947670459747,0.0015913955867290497,0.2584376335144043,0.3419373035430908,0.43886005878448486,0.2547629773616791,0.0004881821805611253,-0.6080465734774028,0.33401161432266235,0.020600277930498123,0.0031941013876348734,0.017423750832676888,0.39788830280303955,0.0729404091835022,0.18331881684422305,0.11227500492993459,0.11227500492993459,0.037312102867050556,0.11227538839591678,0.07496290206288403,-3.8346598218996775e-07
0002,Blur-Mid,27,0.00876998994499445,0.0014043898554518819,0.2568691670894623,0.3409038186073303,0.4369877874851227,0.25406941771507263,0.0004472662403713912,-1.537652464183492,0.22074921429157257,0.019651999697089195,0.0029532103799283504,0.01327599212527275,0.3283998966217041,0.07305171340703964,0.2224474338385974,0.09662050093861907,0.09662050093861907,0.04382575116147758,0.09662058350175529,0.05279474977714149,-8.256313621668454e-08
0002,Blur-Max,27,0.009291909635066986,0.0014925302239134908,0.25781506299972534,0.3416723906993866,0.4383867681026459,0.2545417845249176,0.00048233140842057765,-0.6695585378249715,0.31771615147590637,0.020319873467087746,0.003106614574790001,0.01699698716402054,0.3579908609390259,0.06543157249689102,0.18277442612689185,0.09745674307367846,0.09745674307367846,0.032128622079707236,0.0974568438146789,0.06532812099397123,-1.0074100043055978e-07
