epoch,Lseg_raw,Lseg_weighted,LTC_raw,LTC_weighted,Lpreserve_raw,Lpreserve_weighted,Ldyn_raw
1,0.1145058984,0.0000343518,0.0158716064,0.0000015872,0.0000108930,0.0000001089,0
