condition,frame_index,mode,observation_cos_mean,observation_cos_z1,observation_cos_z4,observation_mse_mean,observation_mse_z1,observation_mse_z4,position_bin,semantic_cos_mean,semantic_cos_z1,semantic_cos_z4,semantic_mse_mean,semantic_mse_z1,semantic_mse_z4,sequence
Clean,124,reset8,1.0,1.0,1.0,0.0,0.0,0.0,64-127,0.9666979312896729,0.984746515750885,0.9486493468284607,0.005534091033041477,0.00424224091693759,0.006825941149145365,0006
Clean,125,continuous,1.0,1.0,1.0,0.0,0.0,0.0,64-127,0.948120504617691,0.9735536575317383,0.9226873517036438,0.00887893745675683,0.0075165703892707825,0.010241304524242878,0006
Clean,125,reset8,1.0,1.0,1.0,0.0,0.0,0.0,64-127,0.9651937186717987,0.9843961000442505,0.9459913372993469,0.005760912783443928,0.004338540602475405,0.007183284964412451,0006
Clean,126,continuous,1.0,1.0,1.0,0.0,0.0,0.0,64-127,0.9481849670410156,0.9735328555107117,0.9228370785713196,0.008865343173965812,0.007522685918956995,0.010208000428974628,0006
Clean,126,reset8,1.0,1.0,1.0,0.0,0.0,0.0,64-127,0.9640114605426788,0.9840484261512756,0.943974494934082,0.005930980667471886,0.004434805363416672,0.0074271559715271,0006
Clean,127,continuous,1.0,1.0,1.0,0.0,0.0,0.0,64-127,0.9481878578662872,0.9735203981399536,0.9228553175926208,0.008871437748894095,0.007531173061579466,0.010211702436208725,0006
Clean,127,reset8,1.0,1.0,1.0,0.0,0.0,0.0,64-127,0.9629657864570618,0.9837192296981812,0.9422123432159424,0.006098146550357342,0.004530939739197493,0.007665353361517191,0006
Clean,128,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9480732083320618,0.9734291434288025,0.922717273235321,0.008907988900318742,0.007562471088021994,0.01025350671261549,0006
Clean,128,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9618916809558868,0.9833097457885742,0.9404736161231995,0.0062801523599773645,0.00465015834197402,0.007910146377980709,0006
Clean,129,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9481904804706573,0.9733594059944153,0.9230215549468994,0.008896973682567477,0.0075837005861103535,0.010210246779024601,0006
Clean,129,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9737356305122375,0.9851831793785095,0.9622880816459656,0.004609355004504323,0.004144350066781044,0.005074359942227602,0006
Clean,130,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9482239484786987,0.9733659625053406,0.9230819344520569,0.008896843763068318,0.007582265418022871,0.010211422108113766,0006
Clean,130,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9713531136512756,0.9855443239212036,0.9571619033813477,0.004892674973234534,0.004036261700093746,0.005749088246375322,0006
Clean,131,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.948284775018692,0.9734333157539368,0.9231362342834473,0.008883669739589095,0.007559940684586763,0.010207398794591427,0006
Clean,131,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9684824645519257,0.9849694967269897,0.9519954323768616,0.005305121885612607,0.004190326668322086,0.006419917102903128,0006
Clean,132,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9483150243759155,0.9734505414962769,0.9231795072555542,0.008881303248926997,0.007556184660643339,0.010206421837210655,0006
Clean,132,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9667967557907104,0.9846630096435547,0.9489305019378662,0.0055469183716923,0.004273482132703066,0.006820354610681534,0006
Clean,133,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9483673274517059,0.9734801650047302,0.9232544898986816,0.008863799972459674,0.0075461952947080135,0.010181404650211334,0006
Clean,133,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9654139876365662,0.9843686819076538,0.9464592933654785,0.005739701213315129,0.004352678079158068,0.007126724347472191,0006
Clean,134,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9483665823936462,0.9734905958175659,0.9232425689697266,0.008854364044964314,0.007542780600488186,0.010165947489440441,0006
Clean,134,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9642193913459778,0.9840582013130188,0.9443805813789368,0.005910996114835143,0.004437722265720367,0.007384269963949919,0006
Clean,135,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9483219683170319,0.9735093116760254,0.9231346249580383,0.0088583305478096,0.0075363414362072945,0.010180319659411907,0006
Clean,135,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9631248414516449,0.9837603569030762,0.9424893260002136,0.0060757119208574295,0.004519160371273756,0.007632263470441103,0006
Clean,136,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484111666679382,0.9735153317451477,0.9233070015907288,0.0088421949185431,0.0075342897325754166,0.010150100104510784,0006
Clean,136,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9622446000576019,0.9834533333778381,0.9410358667373657,0.006208839593455195,0.004604581277817488,0.007813097909092903,0006
Clean,137,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.948379635810852,0.9735264778137207,0.9232327938079834,0.008842638693749905,0.007530026137828827,0.010155251249670982,0006
Clean,137,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9740377068519592,0.98542320728302,0.9626522064208984,0.004542517708614469,0.004069726914167404,0.005015308503061533,0006
Clean,138,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.94843390583992,0.9735395908355713,0.9233282208442688,0.008837891276925802,0.007525458000600338,0.010150324553251266,0006
Clean,138,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9716014564037323,0.9857727289199829,0.9574301838874817,0.004831529222428799,0.003964257426559925,0.005698801018297672,0006
Clean,139,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484382271766663,0.9735424518585205,0.923334002494812,0.008830480510368943,0.007523552048951387,0.010137408971786499,0006
Clean,139,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9686836898326874,0.9851346611976624,0.9522327184677124,0.005247689550742507,0.0041374810971319675,0.006357898004353046,0006
Clean,140,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484280645847321,0.9735447764396667,0.9233113527297974,0.008820697898045182,0.007522361818701029,0.010119033977389336,0006
Clean,140,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9669605195522308,0.9848095774650574,0.9491114616394043,0.00548537727445364,0.004224447533488274,0.006746307015419006,0006
Clean,141,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484311044216156,0.9735573530197144,0.9233048558235168,0.008819545386359096,0.007517895195633173,0.010121195577085018,0006
Clean,141,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9655432999134064,0.9844961166381836,0.9465904831886292,0.005692924605682492,0.004309387411922216,0.007076461799442768,0006
Clean,142,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484370052814484,0.9735541939735413,0.9233198165893555,0.008817920228466392,0.007518199738115072,0.010117640718817711,0006
Clean,142,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9643180072307587,0.9841700792312622,0.9444659352302551,0.005873039364814758,0.0043988218531012535,0.007347256876528263,0006
Clean,143,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484562575817108,0.9735419154167175,0.9233705997467041,0.008816370740532875,0.0075222887098789215,0.010110452771186829,0006
Clean,143,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9632655680179596,0.9838398098945618,0.9426913261413574,0.006033511599525809,0.004490763880312443,0.007576259318739176,0006
Clean,144,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484242796897888,0.9735510349273682,0.9232975244522095,0.008814531611278653,0.0075180321000516415,0.010111031122505665,0006
Clean,144,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9622767865657806,0.9835330843925476,0.9410204887390137,0.006179185351356864,0.004574964288622141,0.007783406414091587,0006
Clean,145,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484748244285583,0.973552942276001,0.9233967065811157,0.008801278658211231,0.007517924532294273,0.010084632784128189,0006
Clean,145,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9741428792476654,0.9854944348335266,0.9627913236618042,0.004507564473897219,0.0040437523275613785,0.004971376620233059,0006
Clean,146,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484139680862427,0.9735527038574219,0.9232752323150635,0.008814268046990037,0.0075180563144385815,0.010110479779541492,0006
Clean,146,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9716145396232605,0.9858308434486389,0.9573982357978821,0.00481004174798727,0.003943022806197405,0.005677060689777136,0006
Clean,147,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484537243843079,0.9735397696495056,0.9233676791191101,0.008805499412119389,0.007521640509366989,0.010089358314871788,0006
Clean,147,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9687036573886871,0.985170841217041,0.9522364735603333,0.0052266239654272795,0.004123156424611807,0.006330091506242752,0006
Clean,148,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484728872776031,0.9735522270202637,0.9233935475349426,0.008807896869257092,0.007517680991441011,0.010098112747073174,0006
Clean,148,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9670104384422302,0.9848584532737732,0.9491624236106873,0.0054730873089283705,0.004207103047519922,0.006739071570336819,0006
Clean,149,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484536349773407,0.9735368490219116,0.9233704209327698,0.00879994546994567,0.007522181607782841,0.010077709332108498,0006
Clean,149,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9655351042747498,0.9845168590545654,0.9465533494949341,0.00567531306296587,0.004300739150494337,0.007049886975437403,0006
Clean,150,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484108984470367,0.9735389351844788,0.9232828617095947,0.008803055854514241,0.0075218467973172665,0.010084264911711216,0006
Clean,150,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9643006324768066,0.9841926097869873,0.944408655166626,0.005858860444277525,0.004390279296785593,0.007327441591769457,0006
Clean,151,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485141336917877,0.9735504984855652,0.9234777688980103,0.008798565482720733,0.007518942002207041,0.010078188963234425,0006
Clean,151,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9633175730705261,0.9838836789131165,0.9427514672279358,0.006017148029059172,0.004476597998291254,0.007557698059827089,0006
Clean,152,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.948486864566803,0.9735378623008728,0.9234358668327332,0.008803109405562282,0.007521748077124357,0.010084470734000206,0006
Clean,152,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9623140692710876,0.9835554361343384,0.9410727024078369,0.006169075611978769,0.0045675490982830524,0.007770602125674486,0006
Clean,153,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484722018241882,0.9735313057899475,0.923413097858429,0.008804691024124622,0.007524421438574791,0.010084960609674454,0006
Clean,153,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9741365909576416,0.985507607460022,0.9627655744552612,0.004508455982431769,0.004039163235574961,0.004977748729288578,0006
Clean,154,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485001266002655,0.9735367298126221,0.9234635233879089,0.008797786198556423,0.007521855644881725,0.010073716752231121,0006
Clean,154,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9716631472110748,0.9858490228652954,0.9574772715568542,0.004796029534190893,0.0039360118098556995,0.005656047258526087,0006
Clean,155,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484997093677521,0.9735273122787476,0.9234721064567566,0.00879773241467774,0.007524574641138315,0.010070890188217163,0006
Clean,155,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9687495529651642,0.9851936101913452,0.9523054957389832,0.005217773374170065,0.004114982206374407,0.006320564541965723,0006
Clean,156,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485020339488983,0.973537266254425,0.9234668016433716,0.00880202348344028,0.007521140854805708,0.010082906112074852,0006
Clean,156,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.967022031545639,0.9848752617835999,0.9491688013076782,0.005466951755806804,0.004200379364192486,0.006733524147421122,0006
Clean,157,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485160708427429,0.9735286831855774,0.9235034584999084,0.008800051175057888,0.007524522952735424,0.010075579397380352,0006
Clean,157,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9655886888504028,0.9845391511917114,0.9466382265090942,0.005673416657373309,0.0042932177893817425,0.007053615525364876,0006
Clean,158,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485087394714355,0.973531186580658,0.9234862923622131,0.008805735502392054,0.007523796521127224,0.010087674483656883,0006
Clean,158,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.964372307062149,0.9842159152030945,0.9445286989212036,0.005858818767592311,0.004382409621030092,0.00733522791415453,0006
Clean,159,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485569596290588,0.9735241532325745,0.9235897660255432,0.008805031888186932,0.007526542991399765,0.010083520784974098,0006
Clean,159,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9633350670337677,0.9838890433311462,0.9427810907363892,0.0060203792527318,0.004473880399018526,0.007566878106445074,0006
Clean,160,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485220611095428,0.9735126495361328,0.9235314726829529,0.008808451937511563,0.007529604714363813,0.010087299160659313,0006
Clean,160,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.962339460849762,0.9835602045059204,0.9411187171936035,0.006170806707814336,0.004565403796732426,0.007776209618896246,0006
Clean,161,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.948543518781662,0.9735129475593567,0.9235740900039673,0.008804506855085492,0.007529994007200003,0.010079019702970982,0006
Clean,161,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9741788506507874,0.9855181574821472,0.9628395438194275,0.004505692282691598,0.004035363905131817,0.004976020660251379,0006
Clean,162,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485219717025757,0.9735097289085388,0.9235342144966125,0.008803468896076083,0.007530569564551115,0.010076368227601051,0006
Clean,162,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9716736972332001,0.9858494997024536,0.9574978947639465,0.004797384375706315,0.003935733810067177,0.005659034941345453,0006
Clean,163,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485036432743073,0.9735110402107239,0.9234962463378906,0.008805726654827595,0.007529956288635731,0.010081497021019459,0006
Clean,163,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9687548577785492,0.9852035641670227,0.9523061513900757,0.00522087374702096,0.004111794289201498,0.006329953204840422,0006
Clean,164,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485306441783905,0.9735108017921448,0.9235504865646362,0.008802720811218023,0.007529848255217075,0.010075593367218971,0006
Clean,164,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9670460522174835,0.9848741292953491,0.9492179751396179,0.005464263493195176,0.004200794268399477,0.006727732717990875,0006
Clean,165,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.948540985584259,0.9735071659088135,0.9235748052597046,0.008806162048131227,0.0075310226529836655,0.01008130144327879,0006
Clean,165,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9656214118003845,0.9845446944236755,0.9466981291770935,0.005675342865288258,0.004291065968573093,0.007059619762003422,0006
Clean,166,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485233724117279,0.9734964966773987,0.9235502481460571,0.008810119470581412,0.007534203585237265,0.01008603535592556,0006
Clean,166,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9643781781196594,0.9842061400413513,0.9445502161979675,0.00586008676327765,0.004384639672935009,0.007335533853620291,0006
Clean,167,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485612511634827,0.9735066890716553,0.9236158132553101,0.008799903560429811,0.007531312294304371,0.010068494826555252,0006
Clean,167,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9633442461490631,0.9838951826095581,0.9427933096885681,0.006012532394379377,0.004470993299037218,0.007554071489721537,0006
Clean,168,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485207498073578,0.9734941124916077,0.9235473871231079,0.008812700631096959,0.0075357588939368725,0.010089642368257046,0006
Clean,168,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.962357372045517,0.9835646152496338,0.9411501288414001,0.006171494023874402,0.0045639448799192905,0.0077790431678295135,0006
Clean,169,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485559165477753,0.9734925627708435,0.923619270324707,0.00879735010676086,0.0075356918387115,0.010059008374810219,0006
Clean,169,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9741777181625366,0.9855222105979919,0.9628332257270813,0.004498511785641313,0.004033190663903952,0.0049638329073786736,0006
Clean,170,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485007524490356,0.9734907746315002,0.923510730266571,0.008810431929305196,0.007536612916737795,0.010084250941872597,0006
Clean,170,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9716807007789612,0.9858512878417969,0.9575101137161255,0.004800738766789436,0.003934771753847599,0.005666705779731274,0006
Clean,171,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485598206520081,0.9734933972358704,0.9236262440681458,0.008802425814792514,0.007535511162132025,0.010069340467453003,0006
Clean,171,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9687914848327637,0.985207736492157,0.9523752331733704,0.005216607125476003,0.004110380541533232,0.006322833709418774,0006
Clean,172,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485377669334412,0.9734805822372437,0.9235949516296387,0.008797830203548074,0.007539745885878801,0.010055914521217346,0006
Clean,172,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.967047929763794,0.9848663806915283,0.9492294788360596,0.00545834144577384,0.0042031328193843365,0.006713550072163343,0006
Clean,173,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484858810901642,0.9734814167022705,0.9234903454780579,0.0088118149433285,0.007539887446910143,0.010083742439746857,0006
Clean,173,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9655864834785461,0.9845375418663025,0.9466354250907898,0.005678477697074413,0.0042936718091368675,0.007063283585011959,0006
Clean,174,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485354125499725,0.9734805822372437,0.9235902428627014,0.008804496610537171,0.007539606187492609,0.010069387033581734,0006
Clean,174,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9643929302692413,0.9842115044593811,0.9445743560791016,0.005853198701515794,0.004383136983960867,0.007323260419070721,0006
Clean,175,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485161900520325,0.9734770059585571,0.9235553741455078,0.00880674785003066,0.0075408173725008965,0.010072678327560425,0006
Clean,175,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9633112251758575,0.9838859438896179,0.9427365064620972,0.006016639759764075,0.004473652224987745,0.007559627294540405,0006
Clean,176,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485128819942474,0.9734771847724915,0.9235485792160034,0.008803385309875011,0.0075409896671772,0.010065780952572823,0006
Clean,176,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9623491764068604,0.9835665822029114,0.9411317706108093,0.006161282770335674,0.0045630838721990585,0.00775948166847229,0006
Clean,177,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485126435756683,0.9734757542610168,0.9235495328903198,0.00880342349410057,0.007541186176240444,0.010065660811960697,0006
Clean,177,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9741840362548828,0.9855226874351501,0.9628453850746155,0.00450038886629045,0.004032866097986698,0.004967911634594202,0006
Clean,178,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484423398971558,0.9734123349189758,0.9234723448753357,0.008830742677673697,0.007568302098661661,0.010093183256685734,0006
Clean,178,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9716112017631531,0.9857882261276245,0.9574341773986816,0.004819681867957115,0.003961361479014158,0.005678002256900072,0006
Clean,179,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.948458731174469,0.9733700752258301,0.9235473871231079,0.008840135764330626,0.0075847553089261055,0.010095516219735146,0006
Clean,179,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9686856865882874,0.9851013422012329,0.9522700309753418,0.005251460708677769,0.0041536302305758,0.0063492911867797375,0006
Clean,180,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9485452175140381,0.9734032154083252,0.923687219619751,0.008811469888314605,0.007571391295641661,0.010051548480987549,0006
Clean,180,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9670301675796509,0.9848040342330933,0.9492563009262085,0.005471514072269201,0.004230267833918333,0.0067127603106200695,0006
Clean,181,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484269022941589,0.9734079241752625,0.9234458804130554,0.008818881586194038,0.007569897919893265,0.010067865252494812,0006
Clean,181,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9655231833457947,0.9844781160354614,0.9465682506561279,0.0056850051041692495,0.0043187811970710754,0.007051229011267424,0006
Clean,182,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484056830406189,0.9733994603157043,0.9234119057655334,0.008824220160022378,0.0075738378800451756,0.01007460243999958,0006
Clean,182,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9642886519432068,0.9841436147689819,0.9444336891174316,0.005871387897059321,0.004412961658090353,0.00732981413602829,0006
Clean,183,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9483771026134491,0.973365068435669,0.9233891367912292,0.008836782770231366,0.007588802371174097,0.010084763169288635,0006
Clean,183,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9631842076778412,0.9837868213653564,0.9425815939903259,0.006045426707714796,0.0045175086706876755,0.007573344744741917,0006
Clean,184,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484229385852814,0.9733447432518005,0.9235011339187622,0.008838747628033161,0.007594886235892773,0.01008260902017355,0006
Clean,184,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9622608721256256,0.9834473729133606,0.9410743713378906,0.006195599213242531,0.004612604156136513,0.007778594270348549,0006
Clean,185,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9484527707099915,0.9733320474624634,0.9235734939575195,0.008840116439387202,0.007600321900099516,0.010079910978674889,0006
Clean,185,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9740719497203827,0.9853882193565369,0.9627556800842285,0.004538943525403738,0.004089653957635164,0.004988233093172312,0006
Clean,186,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9483818113803864,0.9732723236083984,0.9234912991523743,0.008848343743011355,0.007623897399753332,0.010072790086269379,0006
Clean,186,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9715198874473572,0.9856619238853455,0.9573778510093689,0.0048394943587481976,0.00401267921552062,0.005666309501975775,0006
Clean,187,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9483005702495575,0.9732128381729126,0.9233883023262024,0.008855432271957397,0.007644415833055973,0.010066448710858822,0006
Clean,187,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9685519933700562,0.9849527478218079,0.9521512389183044,0.005269259912893176,0.004210647661238909,0.006327872164547443,0006
Clean,188,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9481081664562225,0.9731374382972717,0.9230788946151733,0.008894207188859582,0.0076723056845366955,0.010116108693182468,0006
Clean,188,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9666591286659241,0.9845458269119263,0.9487724304199219,0.005550004076212645,0.004327418748289347,0.0067725894041359425,0006
Clean,189,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9482530057430267,0.9731409549713135,0.92336505651474,0.008871509693562984,0.0076744165271520615,0.010068602859973907,0006
Clean,189,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9653291404247284,0.9842104315757751,0.9464478492736816,0.005741448607295752,0.004423216916620731,0.007059680297970772,0006
Clean,190,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9482330977916718,0.973161518573761,0.9233046770095825,0.008864978095516562,0.007664831820875406,0.010065124370157719,0006
Clean,190,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9641004502773285,0.9839060306549072,0.9442948698997498,0.0059158820658922195,0.00450381264090538,0.007327951490879059,0006
Clean,191,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9482456743717194,0.9731670618057251,0.9233242869377136,0.008862684015184641,0.007659473456442356,0.010065894573926926,0006
Clean,191,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9630381762981415,0.9835793972015381,0.9424969553947449,0.00607724254950881,0.004590710625052452,0.007563774473965168,0006
Clean,192,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9481083452701569,0.9731168150901794,0.9230998754501343,0.008879643864929676,0.007678312249481678,0.010080975480377674,0006
Clean,192,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9619406759738922,0.9832121729850769,0.9406691789627075,0.006241134600713849,0.004697947297245264,0.007784321904182434,0006
Clean,193,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9480769336223602,0.9730634689331055,0.923090398311615,0.008911779383197427,0.007696222048252821,0.010127336718142033,0006
Clean,193,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9737615287303925,0.9850936532020569,0.962429404258728,0.004613155964761972,0.0041915238834917545,0.00503478804603219,0006
Clean,194,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9481188356876373,0.9730062484741211,0.9232314229011536,0.008906440576538444,0.0077170380391180515,0.010095843113958836,0006
Clean,194,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9712044298648834,0.985366940498352,0.9570419192314148,0.004908624105155468,0.004113517235964537,0.005703730974346399,0006
Clean,195,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9480096995830536,0.972969114780426,0.9230502843856812,0.008926281007006764,0.007731103803962469,0.01012145821005106,0006
Clean,195,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9682088196277618,0.9846782684326172,0.9517393708229065,0.0053490938153117895,0.00430453522130847,0.006393652409315109,0006
Clean,196,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9479491710662842,0.9729039669036865,0.9229943752288818,0.008941758889704943,0.007753556594252586,0.010129961185157299,0006
Clean,196,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9664085209369659,0.9842844009399414,0.9485326409339905,0.005610297666862607,0.0044159190729260445,0.0068046762607991695,0006
Clean,197,continuous,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.9479714632034302,0.9728674292564392,0.9230754971504211,0.008928326657041907,0.00776406517252326,0.010092588141560555,0006
Clean,197,reset8,1.0,1.0,1.0,0.0,0.0,0.0,128+,0.964978814125061,0.9839088320732117,0.9460487961769104,0.0058097809087485075,0.004519472364336252,0.007100089453160763,0006
